label,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
c,0.4677828550338745,0.26631563901901245,-0.8657689690589905,0.9999940395355225,0.48700234293937683,0.2507438659667969,-0.8262733221054077,0.999976396560669,0.49643674492836,0.2507327198982239,-0.8263713717460632,0.9999750852584839,0.5062842965126038,0.2507306635379791,-0.8264347314834595,0.9999730587005615,0.4518372714519501,0.2501901686191559,-0.8304755091667175,0.9999679327011108,0.44050198793411255,0.2500672936439514,-0.8305115699768066,0.9999675750732422,0.42968499660491943,0.24986225366592407,-0.8305829763412476,0.9999662637710571,0.5205263495445251,0.2553292214870453,-0.5404079556465149,0.9999616146087646,0.41726914048194885,0.25615108013153076,-0.5610010027885437,0.9999488592147827,0.48974132537841797,0.2833881676197052,-0.7530590891838074,0.9999951124191284,0.44845402240753174,0.2834559977054596,-0.75949627161026,0.9999939203262329,0.5976244807243347,0.34978073835372925,-0.32845261693000793,0.9999874830245972,0.3464498221874237,0.3530437648296356,-0.3433792293071747,0.9999407529830933,0.6243993639945984,0.46849265694618225,-0.17394618690013885,0.9857667684555054,0.33681946992874146,0.4765424132347107,-0.23967358469963074,0.9669323563575745,0.6319984793663025,0.579248309135437,-0.4212501049041748,0.9780760407447815,0.33782514929771423,0.5827479958534241,-0.48997893929481506,0.9497906565666199,0.6444371938705444,0.6086562275886536,-0.5023674964904785,0.9597803354263306,0.3367879390716553,0.6119409203529358,-0.5714614391326904,0.9190762042999268,0.6280993223190308,0.6087502837181091,-0.5883786678314209,0.9621245265007019,0.355820894241333,0.6115767955780029,-0.66554856300354,0.9245185256004333,0.6199129819869995,0.6001271605491638,-0.45930588245391846,0.9566777944564819,0.35975438356399536,0.6037970185279846,-0.531407356262207,0.9182762503623962,0.5497961640357971,0.5610199570655823,-0.01622876711189747,0.9998250603675842,0.4174802899360657,0.5663419365882874,0.01591864600777626,0.9996125102043152,0.540508508682251,0.7276957631111145,-0.055389780551195145,0.9896963834762573,0.45068180561065674,0.7247777581214905,0.037021927535533905,0.9764271974563599,0.532288134098053,0.8625379204750061,0.5054234862327576,0.9808582663536072,0.4761497676372528,0.8560991287231445,0.5408332347869873,0.9699676632881165,0.5333758592605591,0.8733253479003906,0.5392996072769165,0.7547158598899841,0.4826931059360504,0.8669886589050293,0.573647677898407,0.7660556435585022,0.5229150652885437,0.9248943328857422,0.2082909494638443,0.9686675667762756,0.4629315137863159,0.9184566140174866,0.25012049078941345,0.9661632180213928
c,0.4676920473575592,0.26629018783569336,-0.7320858240127563,0.9999938011169434,0.4867279529571533,0.25074076652526855,-0.6901253461837769,0.9999756217002869,0.49612483382225037,0.25073426961898804,-0.690231204032898,0.9999744892120361,0.5061247944831848,0.2507460415363312,-0.6902523040771484,0.9999723434448242,0.45158693194389343,0.2502005100250244,-0.6933490037918091,0.9999668002128601,0.4401716887950897,0.2501174807548523,-0.6933474540710449,0.9999666810035706,0.4295213520526886,0.24999529123306274,-0.6933996677398682,0.9999651908874512,0.5203433036804199,0.25621291995048523,-0.41757893562316895,0.9999600648880005,0.4169524312019348,0.2570578157901764,-0.43405988812446594,0.9999468922615051,0.48957717418670654,0.28338390588760376,-0.6270988583564758,0.9999947547912598,0.44796380400657654,0.28347015380859375,-0.6321008801460266,0.9999935030937195,0.5978524684906006,0.35061079263687134,-0.23700852692127228,0.9999870657920837,0.34621912240982056,0.35364440083503723,-0.24662768840789795,0.9999385476112366,0.6248550415039062,0.46858200430870056,-0.08287855237722397,0.9854884147644043,0.33678683638572693,0.476277232170105,-0.15435859560966492,0.9675119519233704,0.632564127445221,0.579258918762207,-0.3118591904640198,0.9783429503440857,0.33793848752975464,0.5826681852340698,-0.3907119631767273,0.9507599472999573,0.6456038951873779,0.6086350679397583,-0.38461682200431824,0.9603970646858215,0.33680370450019836,0.6119468808174133,-0.469233900308609,0.9206417202949524,0.6291817426681519,0.6087707877159119,-0.4704131484031677,0.9626790881156921,0.3558298349380493,0.6115702390670776,-0.552815854549408,0.9258496165275574,0.6206495761871338,0.6000417470932007,-0.34913939237594604,0.9572572112083435,0.3600762188434601,0.6033308506011963,-0.4280875325202942,0.9194092154502869,0.5481309294700623,0.5644266605377197,-0.015224047936499119,0.9998248815536499,0.4169415533542633,0.5694620609283447,0.014948314055800438,0.9996155500411987,0.5406391024589539,0.728179931640625,-0.05130226910114288,0.9897350668907166,0.45057976245880127,0.7270691394805908,0.03597128018736839,0.9771639704704285,0.5324371457099915,0.8626306056976318,0.4978141188621521,0.9808927774429321,0.47601115703582764,0.856173574924469,0.5174076557159424,0.9701705574989319,0.533348023891449,0.873378336429596,0.5314680337905884,0.7594562768936157,0.4825839400291443,0.8669882416725159,0.5491891503334045,0.766603946685791,0.5240811705589294,0.9248859882354736,0.2084660530090332,0.9685836434364319,0.4627143144607544,0.91846764087677,0.24102579057216644,0.965873658657074
c,0.46774306893348694,0.2666316032409668,-0.7294954657554626,0.999993622303009,0.4867270290851593,0.2510560154914856,-0.6869138479232788,0.9999750256538391,0.49611738324165344,0.2510230243206024,-0.6870133280754089,0.9999740123748779,0.5061671733856201,0.25102779269218445,-0.68703293800354,0.9999717473983765,0.4515987038612366,0.2508458197116852,-0.6910377144813538,0.9999659657478333,0.4401513934135437,0.25098636746406555,-0.6910437941551208,0.9999661445617676,0.4295212924480438,0.2510429918766022,-0.6911047101020813,0.9999645352363586,0.5203490257263184,0.2572883367538452,-0.41104525327682495,0.9999585151672363,0.4168422222137451,0.2586333155632019,-0.4322642982006073,0.999945878982544,0.4895734488964081,0.2836053967475891,-0.6231492161750793,0.9999943971633911,0.44793984293937683,0.28377607464790344,-0.6295272707939148,0.9999932050704956,0.5982657670974731,0.3516569137573242,-0.22444486618041992,0.9999865889549255,0.3462378680706024,0.3546339273452759,-0.24517084658145905,0.9999375343322754,0.6249499320983887,0.4707700312137604,-0.05954567715525627,0.9850714206695557,0.33649909496307373,0.476274698972702,-0.15710361301898956,0.9685271978378296,0.633285403251648,0.5794923901557922,-0.27965283393859863,0.9786903858184814,0.3380720317363739,0.5825105905532837,-0.3959420323371887,0.952499508857727,0.646609902381897,0.6086726784706116,-0.3501269221305847,0.9611400365829468,0.33684197068214417,0.6119351983070374,-0.47557252645492554,0.9232039451599121,0.6303521394729614,0.608884334564209,-0.4368228316307068,0.963362991809845,0.3558337986469269,0.6115543842315674,-0.5565259456634521,0.9281331300735474,0.6216514706611633,0.6000421643257141,-0.31709060072898865,0.9579612612724304,0.3602427542209625,0.6030162572860718,-0.43205660581588745,0.9215568900108337,0.5481407642364502,0.566311776638031,-0.014041638933122158,0.9998259544372559,0.4169330894947052,0.5714970827102661,0.013790042139589787,0.9996218681335449,0.5406537652015686,0.7283685207366943,-0.030492518097162247,0.9896544218063354,0.4506690800189972,0.7276451587677002,0.04025518149137497,0.977576732635498,0.533210813999176,0.8626444935798645,0.5073078274726868,0.9806996583938599,0.4761161804199219,0.856205940246582,0.5207090377807617,0.9699800610542297,0.5335683226585388,0.8733866810798645,0.5415216088294983,0.762159526348114,0.48292046785354614,0.8671098351478577,0.5527506470680237,0.7653159499168396,0.5248898863792419,0.9249328970909119,0.23000623285770416,0.9682425856590271,0.46267595887184143,0.9184985756874084,0.24670423567295074,0.9652534127235413
c,0.46777960658073425,0.26662155985832214,-0.7164274454116821,0.9999934434890747,0.48673883080482483,0.2510640025138855,-0.6744285225868225,0.9999746084213257,0.49612417817115784,0.25105035305023193,-0.6745283603668213,0.9999736547470093,0.5062382221221924,0.2510906159877777,-0.6745442748069763,0.9999712705612183,0.451610803604126,0.2508457601070404,-0.6770810484886169,0.9999653100967407,0.44014284014701843,0.25098463892936707,-0.6770737767219543,0.9999656081199646,0.42952436208724976,0.2510492205619812,-0.6771276593208313,0.9999639391899109,0.520352840423584,0.2577519416809082,-0.40162113308906555,0.9999573230743408,0.4167161285877228,0.25870734453201294,-0.41600969433784485,0.9999445080757141,0.48954272270202637,0.28361207246780396,-0.6114182472229004,0.999994158744812,0.44775325059890747,0.2837923765182495,-0.6158214807510376,0.9999929666519165,0.5983353853225708,0.3521645665168762,-0.2232910841703415,0.9999861121177673,0.3461320102214813,0.3546867370605469,-0.23253650963306427,0.9999356865882874,0.6256887316703796,0.47077125310897827,-0.07030419260263443,0.9847661256790161,0.33638831973075867,0.4760376513004303,-0.1498282551765442,0.968965470790863,0.6335893273353577,0.5797796845436096,-0.2944982945919037,0.9789096713066101,0.338204950094223,0.582503616809845,-0.3902179002761841,0.9533060789108276,0.6469085812568665,0.6088416576385498,-0.36696672439575195,0.9616529941558838,0.3368481397628784,0.6119849681854248,-0.4702706038951874,0.9245466589927673,0.6305688619613647,0.6091814637184143,-0.4519505798816681,0.9637996554374695,0.3558458089828491,0.6116454005241394,-0.5511534214019775,0.9292689561843872,0.6218225359916687,0.6001166105270386,-0.3311643600463867,0.9584076404571533,0.360540509223938,0.6030089855194092,-0.4264969527721405,0.9225261807441711,0.5474914312362671,0.5689201951026917,-0.013729407452046871,0.9998279213905334,0.4166626036167145,0.5730283260345459,0.013481930829584599,0.9996288418769836,0.5408972501754761,0.7292421460151672,-0.03358542174100876,0.989736795425415,0.45061248540878296,0.7284905910491943,0.041204601526260376,0.9783188104629517,0.5337532162666321,0.8626358509063721,0.5140963792800903,0.9808254837989807,0.47601214051246643,0.8561990261077881,0.5232729911804199,0.9704623222351074,0.5336838960647583,0.873336672782898,0.5501885414123535,0.7675053477287292,0.48287126421928406,0.867033839225769,0.5567489862442017,0.7674322724342346,0.5265070199966431,0.9247457981109619,0.24301694333553314,0.968421995639801,0.4626595675945282,0.9184989929199219,0.26017946004867554,0.9654078483581543
c,0.4677902162075043,0.2665793001651764,-0.7145611047744751,0.9999931454658508,0.48673295974731445,0.2510119676589966,-0.6723470091819763,0.9999735951423645,0.49612271785736084,0.2510267496109009,-0.672455370426178,0.9999727606773376,0.5062716603279114,0.25108522176742554,-0.6724799275398254,0.9999702572822571,0.45159122347831726,0.2507084310054779,-0.6757632493972778,0.9999639987945557,0.4400940537452698,0.2508196234703064,-0.6757627725601196,0.9999644160270691,0.42948484420776367,0.2509302794933319,-0.6758273839950562,0.9999626874923706,0.5203829407691956,0.25783124566078186,-0.3999134600162506,0.9999551773071289,0.4164745807647705,0.2586885988712311,-0.4180838167667389,0.9999423623085022,0.48951783776283264,0.28361767530441284,-0.6096198558807373,0.9999937415122986,0.4475747048854828,0.2838127911090851,-0.6151164174079895,0.9999925494194031,0.5984055399894714,0.3523293733596802,-0.22207024693489075,0.9999853372573853,0.34584662318229675,0.35467973351478577,-0.23561762273311615,0.9999330639839172,0.6258047819137573,0.4707805812358856,-0.06602342426776886,0.9841436743736267,0.3362872004508972,0.47571924328804016,-0.15179763734340668,0.9690998196601868,0.6337197422981262,0.5798657536506653,-0.2806597054004669,0.9786558151245117,0.33835628628730774,0.5820674300193787,-0.38719886541366577,0.9537370800971985,0.6470322608947754,0.6088477373123169,-0.3506318926811218,0.9614616632461548,0.3368554711341858,0.6117476224899292,-0.46608492732048035,0.9253610372543335,0.6308359503746033,0.6092073917388916,-0.4339059889316559,0.9635765552520752,0.3558419644832611,0.6114931702613831,-0.5457670092582703,0.9299264550209045,0.6220672130584717,0.6001120209693909,-0.31652235984802246,0.9581853747367859,0.36063021421432495,0.6026406288146973,-0.4229491353034973,0.9230451583862305,0.5473799705505371,0.5687645673751831,-0.01356255542486906,0.9998279213905334,0.41653895378112793,0.5731591582298279,0.0133191654458642,0.9996311068534851,0.5408995747566223,0.72866290807724,-0.028758475556969643,0.9894200563430786,0.4505065083503723,0.7283992171287537,0.045736636966466904,0.9782941937446594,0.5337784290313721,0.8624169230461121,0.5197997093200684,0.9802229404449463,0.47657331824302673,0.8555349111557007,0.5258738398551941,0.9698879718780518,0.5337029099464417,0.8731367588043213,0.5562781691551208,0.7680891752243042,0.4838162660598755,0.8664107918739319,0.5602366328239441,0.7657341361045837,0.5266736149787903,0.9245140552520752,0.2543313205242157,0.9675291776657104,0.4628106653690338,0.918394923210144,0.2696462869644165,0.9643908739089966
c,0.46777278184890747,0.2666679322719574,-0.6900403499603271,0.999993085861206,0.48672956228256226,0.2512538433074951,-0.6485313177108765,0.9999734163284302,0.49610647559165955,0.25131261348724365,-0.6486347317695618,0.9999726414680481,0.5062732696533203,0.2514273226261139,-0.648653507232666,0.9999701380729675,0.45159125328063965,0.25087034702301025,-0.6521649956703186,0.9999638199806213,0.4400767683982849,0.2509647011756897,-0.6521605849266052,0.9999643564224243,0.42948392033576965,0.2510668635368347,-0.6522088646888733,0.999962568283081,0.5203725695610046,0.25848716497421265,-0.38322368264198303,0.9999546408653259,0.41642117500305176,0.2588297724723816,-0.40261662006378174,0.9999423027038574,0.4893832802772522,0.28373605012893677,-0.5880538821220398,0.999993622303009,0.4473198652267456,0.2839002311229706,-0.5937853455543518,0.9999924302101135,0.5983914732933044,0.3527366518974304,-0.21191027760505676,0.9999849796295166,0.34574446082115173,0.35493841767311096,-0.22868679463863373,0.9999321103096008,0.6260714530944824,0.47103241086006165,-0.06070162355899811,0.9838919639587402,0.3362255394458771,0.4757022261619568,-0.14836403727531433,0.9696654081344604,0.6343004703521729,0.5801182389259338,-0.27324485778808594,0.9788254499435425,0.3383614122867584,0.5820651650428772,-0.37889841198921204,0.954624593257904,0.6476338505744934,0.6089658141136169,-0.3423725664615631,0.9618833661079407,0.33678320050239563,0.6118019223213196,-0.4571387767791748,0.9267746806144714,0.6313140988349915,0.6093766689300537,-0.4252987205982208,0.9639462828636169,0.35569310188293457,0.6115816831588745,-0.5353813767433167,0.9311732053756714,0.6224805116653442,0.6001638770103455,-0.3089582026004791,0.9586384892463684,0.3606340289115906,0.6026453375816345,-0.414140909910202,0.9243103265762329,0.5473551154136658,0.5688241720199585,-0.012767895124852657,0.9998278617858887,0.41652920842170715,0.5737345814704895,0.012537322007119656,0.9996346235275269,0.541199803352356,0.7286603450775146,-0.028390362858772278,0.9891889095306396,0.4505060911178589,0.7284008264541626,0.044933147728443146,0.9784115552902222,0.534514307975769,0.8625602722167969,0.5026876926422119,0.9797585010528564,0.47693559527397156,0.8559512495994568,0.5032497048377991,0.9695243239402771,0.5341390371322632,0.8733840584754944,0.5365130305290222,0.7691930532455444,0.4842614531517029,0.8668901324272156,0.5345110297203064,0.7646172642707825,0.5275458097457886,0.9244630336761475,0.2519116699695587,0.9667000770568848,0.46284639835357666,0.9184399843215942,0.24822936952114105,0.9634836912155151
c,0.46775388717651367,0.2665841579437256,-0.7001354694366455,0.9999926686286926,0.4867155849933624,0.25111985206604004,-0.6581158638000488,0.9999719858169556,0.49610456824302673,0.25122955441474915,-0.6582297682762146,0.9999712705612183,0.5063058137893677,0.25137901306152344,-0.6582610607147217,0.9999685883522034,0.45149338245391846,0.2505708336830139,-0.6606197357177734,0.9999619126319885,0.439920037984848,0.25061118602752686,-0.6606138944625854,0.999962568283081,0.42936602234840393,0.2507707178592682,-0.6606819033622742,0.999960720539093,0.5204414129257202,0.25846973061561584,-0.3871960937976837,0.9999520182609558,0.41621091961860657,0.258718878030777,-0.40070316195487976,0.9999392032623291,0.48930788040161133,0.2837328314781189,-0.5958502292633057,0.9999931454658508,0.44702214002609253,0.28390204906463623,-0.6000290513038635,0.9999919533729553,0.5986106395721436,0.3528914749622345,-0.2113778442144394,0.9999841451644897,0.3455519378185272,0.35493379831314087,-0.2219061255455017,0.9999291896820068,0.626200795173645,0.4710637629032135,-0.057593293488025665,0.9833378791809082,0.33606991171836853,0.47564586997032166,-0.13987673819065094,0.9696086049079895,0.6344305872917175,0.580265998840332,-0.27373015880584717,0.9785016179084778,0.33838120102882385,0.5820733308792114,-0.37672674655914307,0.9546313881874084,0.647678017616272,0.6090771555900574,-0.34412938356399536,0.9615669846534729,0.3367384672164917,0.6118133664131165,-0.4561294615268707,0.9269561171531677,0.6314533352851868,0.6094616055488586,-0.4272056818008423,0.9636005759239197,0.3556904196739197,0.6115891337394714,-0.5353953838348389,0.9312502145767212,0.622604489326477,0.6001923084259033,-0.3094162046909332,0.9582499265670776,0.3607291579246521,0.6026370525360107,-0.41240620613098145,0.9242070913314819,0.5466779470443726,0.5700968503952026,-0.012575984001159668,0.9998278617858887,0.41595402359962463,0.5747053623199463,0.012346201576292515,0.9996367692947388,0.541206955909729,0.7290515899658203,-0.029780419543385506,0.9890015125274658,0.45025405287742615,0.7291660904884338,0.044679783284664154,0.978582501411438,0.534507155418396,0.8625419735908508,0.5230594873428345,0.9793006181716919,0.4768594205379486,0.8560229539871216,0.5221135020256042,0.9691964983940125,0.5341278910636902,0.8733248710632324,0.5610639452934265,0.7696664929389954,0.48415642976760864,0.8668510913848877,0.5574526190757751,0.7634473443031311,0.5276685953140259,0.9244499206542969,0.26349955797195435,0.965982973575592,0.46293914318084717,0.9187797904014587,0.26708611845970154,0.9627656936645508
c,0.4677191972732544,0.26615434885025024,-0.695449948310852,0.9999924302101135,0.48665180802345276,0.2507719099521637,-0.6532611846923828,0.9999710917472839,0.49602368474006653,0.2510160505771637,-0.6533747315406799,0.9999704360961914,0.5062839388847351,0.25126123428344727,-0.6534106731414795,0.999967634677887,0.45148995518684387,0.24997247755527496,-0.6555874943733215,0.999960720539093,0.43991583585739136,0.24997970461845398,-0.6555773615837097,0.9999614953994751,0.4293726086616516,0.25021907687187195,-0.6556382179260254,0.9999595880508423,0.5204911231994629,0.2584606111049652,-0.3839414119720459,0.9999504089355469,0.4162019193172455,0.2583999037742615,-0.3965500593185425,0.9999374747276306,0.48921364545822144,0.2836643159389496,-0.591983437538147,0.999992847442627,0.4468560516834259,0.283806174993515,-0.595848023891449,0.9999915957450867,0.5987421870231628,0.35290560126304626,-0.20757761597633362,0.9999834895133972,0.34551650285720825,0.35492998361587524,-0.22016355395317078,0.9999274015426636,0.6262486577033997,0.47108036279678345,-0.05284246429800987,0.9828349947929382,0.3359048068523407,0.4754556119441986,-0.13931341469287872,0.9698017239570618,0.6345518827438354,0.5803568363189697,-0.26410117745399475,0.978283703327179,0.33830782771110535,0.5820059776306152,-0.3763117492198944,0.9549489617347717,0.6477870345115662,0.6091509461402893,-0.33362147212028503,0.9613971710205078,0.3361976146697998,0.6117966175079346,-0.4558939039707184,0.9275009036064148,0.6317453384399414,0.6095412373542786,-0.41732802987098694,0.9634006023406982,0.35542282462120056,0.6115890145301819,-0.5357462763786316,0.9316734075546265,0.622846245765686,0.6002360582351685,-0.30015119910240173,0.9580376744270325,0.3607036769390106,0.6026029586791992,-0.4124096930027008,0.9245880246162415,0.5460805296897888,0.570058286190033,-0.012415195815265179,0.999828577041626,0.4156089723110199,0.5746161937713623,0.012188851833343506,0.9996408224105835,0.5412079095840454,0.7301127314567566,-0.03101029247045517,0.9889039397239685,0.4500880241394043,0.7296068072319031,0.044484421610832214,0.9787762761116028,0.534338116645813,0.8626222014427185,0.522270917892456,0.9790014028549194,0.4767685830593109,0.8564633727073669,0.522577702999115,0.9690174460411072,0.5339207649230957,0.873450517654419,0.5598002076148987,0.7697293162345886,0.4840391278266907,0.867050290107727,0.5572484135627747,0.7630008459091187,0.5276806950569153,0.924453616142273,0.2558414936065674,0.9653745889663696,0.46300140023231506,0.9189468026161194,0.26688477396965027,0.9622542262077332
c,0.4664938151836395,0.26607534289360046,-0.7126913666725159,0.9999924302101135,0.4856134057044983,0.25068384408950806,-0.6711670160293579,0.999971330165863,0.4949920177459717,0.25094518065452576,-0.6712819337844849,0.9999707937240601,0.5052457451820374,0.2512147128582001,-0.6713231205940247,0.9999679923057556,0.4502522647380829,0.24993160367012024,-0.6739585995674133,0.9999611377716064,0.43875738978385925,0.24995774030685425,-0.6739488840103149,0.9999620914459229,0.4281909167766571,0.25021588802337646,-0.6740114688873291,0.9999603033065796,0.5200011134147644,0.25847044587135315,-0.3952609896659851,0.9999510645866394,0.415533185005188,0.25841858983039856,-0.4112944006919861,0.9999388456344604,0.4883621037006378,0.2836591899394989,-0.6059845685958862,0.9999929070472717,0.446025013923645,0.28381145000457764,-0.6108300685882568,0.9999916553497314,0.5976399779319763,0.35297033190727234,-0.21765652298927307,0.9999831914901733,0.3444795608520508,0.35531410574913025,-0.22680172324180603,0.9999282956123352,0.6240096092224121,0.4719017446041107,-0.07675451040267944,0.9826421141624451,0.3341973125934601,0.47550761699676514,-0.1439613550901413,0.9706206321716309,0.6330559849739075,0.5808359980583191,-0.3040159344673157,0.9779592752456665,0.33622094988822937,0.5819488763809204,-0.38016313314437866,0.9562970399856567,0.6460049152374268,0.6095662117004395,-0.37750571966171265,0.9610844850540161,0.3340193033218384,0.6118393540382385,-0.45800432562828064,0.9293509721755981,0.6303161382675171,0.61009281873703,-0.4621395170688629,0.9630823135375977,0.3541437089443207,0.6116349697113037,-0.5420237183570862,0.93338942527771,0.6215821504592896,0.6007102727890015,-0.34176743030548096,0.9577571153640747,0.3596705198287964,0.6026108264923096,-0.4174397885799408,0.9264638423919678,0.5448099970817566,0.5699015259742737,-0.016672752797603607,0.9998212456703186,0.4140370190143585,0.5745323300361633,0.01643420197069645,0.9996321201324463,0.5388650894165039,0.7300999164581299,-0.033016324043273926,0.9887344837188721,0.44681280851364136,0.7294897437095642,0.04590458795428276,0.9783462882041931,0.5325150489807129,0.8636331558227539,0.4848427474498749,0.9785723090171814,0.475828617811203,0.8580746054649353,0.5051741600036621,0.9678976535797119,0.5334982872009277,0.87441086769104,0.5157874226570129,0.7627540826797485,0.4834662973880768,0.8684845566749573,0.5351214408874512,0.7603482007980347,0.5221129655838013,0.9250053763389587,0.2004370540380478,0.9642776846885681,0.46008625626564026,0.9197518825531006,0.2378489375114441,0.9609732627868652
c,0.46549808979034424,0.2659338116645813,-0.7086869478225708,0.9999922513961792,0.48472854495048523,0.2505069971084595,-0.6664856672286987,0.9999707341194153,0.4940943419933319,0.25082558393478394,-0.6665855050086975,0.9999703764915466,0.5042484402656555,0.2511472702026367,-0.6666082143783569,0.9999675154685974,0.44928914308547974,0.24970205128192902,-0.6684978008270264,0.9999603629112244,0.43788471817970276,0.24972349405288696,-0.6685025691986084,0.9999614953994751,0.42733466625213623,0.2500518560409546,-0.6685715913772583,0.9999597668647766,0.5195083022117615,0.2584710121154785,-0.3988141715526581,0.9999502301216125,0.4149846136569977,0.25840479135513306,-0.41044023633003235,0.9999376535415649,0.4873672425746918,0.2836383581161499,-0.6063327789306641,0.9999927282333374,0.44524919986724854,0.2838056683540344,-0.6098290681838989,0.9999914765357971,0.5966170430183411,0.35306280851364136,-0.2245067059993744,0.9999828338623047,0.34373244643211365,0.35545870661735535,-0.2287338376045227,0.9999277591705322,0.6225030422210693,0.4720202684402466,-0.08475804328918457,0.9824110865592957,0.3326870799064636,0.4755796790122986,-0.14435288310050964,0.9710888266563416,0.6314852833747864,0.5811807513237,-0.32020047307014465,0.9778561592102051,0.33451876044273376,0.582069993019104,-0.38207486271858215,0.9572474956512451,0.6438111066818237,0.6101069450378418,-0.3954964280128479,0.9610917568206787,0.3317168951034546,0.6122488379478455,-0.4609966576099396,0.930702805519104,0.6285127997398376,0.6106670498847961,-0.4791317284107208,0.9630722403526306,0.3522549271583557,0.6119467616081238,-0.542964518070221,0.9346214532852173,0.6199386715888977,0.6011687517166138,-0.3575645387172699,0.9577791690826416,0.35823437571525574,0.6027714610099792,-0.4188944399356842,0.9277729988098145,0.5431356430053711,0.5698705315589905,-0.017837069928646088,0.9998180866241455,0.4125789701938629,0.5745128989219666,0.017584199085831642,0.9996294975280762,0.5374307632446289,0.7300909161567688,-0.04805699363350868,0.9885784387588501,0.4446152448654175,0.7295766472816467,0.04401565343141556,0.978205144405365,0.5287699103355408,0.8638491034507751,0.48295122385025024,0.9782004356384277,0.4723561108112335,0.8580657243728638,0.5066350102424622,0.9672603607177734,0.5301788449287415,0.8745195865631104,0.5156073570251465,0.7590398788452148,0.4796989858150482,0.8684756755828857,0.5374174118041992,0.7579733729362488,0.5152385234832764,0.9251952767372131,0.20166639983654022,0.9634886384010315,0.45626387000083923,0.9197611212730408,0.23850099742412567,0.9601755738258362
