label,nose_x,nose_y,nose_z,nose_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v
c,0.4677828550338745,0.2663156390190124,-0.8657689690589905,0.9999940395355223,0.5205263495445251,0.2553292214870453,-0.5404079556465149,0.9999616146087646,0.4172691404819488,0.2561510801315307,-0.5610010027885437,0.9999488592147828,0.5976244807243347,0.3497807383537292,-0.3284526169300079,0.9999874830245972,0.3464498221874237,0.3530437648296356,-0.3433792293071747,0.9999407529830932,0.6243993639945984,0.4684926569461822,-0.1739461869001388,0.9857667684555054,0.3368194699287414,0.4765424132347107,-0.2396735846996307,0.9669323563575744,0.6319984793663025,0.579248309135437,-0.4212501049041748,0.9780760407447816,0.3378251492977142,0.5827479958534241,-0.489978939294815,0.94979065656662,0.6280993223190308,0.6087502837181091,-0.5883786678314209,0.962124526500702,0.355820894241333,0.6115767955780029,-0.66554856300354,0.9245185256004332,0.5497961640357971,0.5610199570655823,-0.0162287671118974,0.9998250603675842,0.4174802899360657,0.5663419365882874,0.0159186460077762,0.9996125102043152,0.540508508682251,0.7276957631111145,-0.0553897805511951,0.9896963834762572,0.4506818056106567,0.7247777581214905,0.0370219275355339,0.97642719745636,0.532288134098053,0.8625379204750061,0.5054234862327576,0.9808582663536072,0.4761497676372528,0.8560991287231445,0.5408332347869873,0.9699676632881165,0.5333758592605591,0.8733253479003906,0.5392996072769165,0.7547158598899841,0.4826931059360504,0.8669886589050293,0.573647677898407,0.7660556435585022
c,0.4676920473575592,0.2662901878356933,-0.7320858240127563,0.9999938011169434,0.5203433036804199,0.2562129199504852,-0.4175789356231689,0.9999600648880004,0.4169524312019348,0.2570578157901764,-0.4340598881244659,0.9999468922615052,0.5978524684906006,0.3506107926368713,-0.2370085269212722,0.9999870657920836,0.3462191224098205,0.3536444008350372,-0.2466276884078979,0.9999385476112366,0.6248550415039062,0.4685820043087005,-0.0828785523772239,0.9854884147644044,0.3367868363857269,0.476277232170105,-0.1543585956096649,0.9675119519233704,0.632564127445221,0.579258918762207,-0.3118591904640198,0.9783429503440856,0.3379384875297546,0.5826681852340698,-0.3907119631767273,0.9507599472999572,0.6291817426681519,0.6087707877159119,-0.4704131484031677,0.962679088115692,0.3558298349380493,0.6115702390670776,-0.552815854549408,0.9258496165275574,0.5481309294700623,0.5644266605377197,-0.0152240479364991,0.99982488155365,0.4169415533542633,0.5694620609283447,0.0149483140558004,0.9996155500411988,0.5406391024589539,0.728179931640625,-0.0513022691011428,0.9897350668907166,0.4505797624588012,0.7270691394805908,0.0359712801873683,0.9771639704704284,0.5324371457099915,0.8626306056976318,0.4978141188621521,0.980892777442932,0.4760111570358276,0.856173574924469,0.5174076557159424,0.970170557498932,0.533348023891449,0.873378336429596,0.5314680337905884,0.7594562768936157,0.4825839400291443,0.8669882416725159,0.5491891503334045,0.766603946685791
c,0.4677430689334869,0.2666316032409668,-0.7294954657554626,0.999993622303009,0.5203490257263184,0.2572883367538452,-0.4110452532768249,0.9999585151672364,0.4168422222137451,0.2586333155632019,-0.4322642982006073,0.999945878982544,0.5982657670974731,0.3516569137573242,-0.2244448661804199,0.9999865889549256,0.3462378680706024,0.3546339273452759,-0.245170846581459,0.9999375343322754,0.6249499320983887,0.4707700312137604,-0.0595456771552562,0.9850714206695556,0.3364990949630737,0.476274698972702,-0.1571036130189895,0.9685271978378296,0.633285403251648,0.5794923901557922,-0.2796528339385986,0.9786903858184814,0.3380720317363739,0.5825105905532837,-0.3959420323371887,0.952499508857727,0.6303521394729614,0.608884334564209,-0.4368228316307068,0.963362991809845,0.3558337986469269,0.6115543842315674,-0.5565259456634521,0.9281331300735474,0.5481407642364502,0.566311776638031,-0.0140416389331221,0.999825954437256,0.4169330894947052,0.5714970827102661,0.0137900421395897,0.9996218681335448,0.5406537652015686,0.7283685207366943,-0.0304925180971622,0.9896544218063354,0.4506690800189972,0.7276451587677002,0.0402551814913749,0.977576732635498,0.533210813999176,0.8626444935798645,0.5073078274726868,0.98069965839386,0.4761161804199219,0.856205940246582,0.5207090377807617,0.9699800610542296,0.5335683226585388,0.8733866810798645,0.5415216088294983,0.762159526348114,0.4829204678535461,0.8671098351478577,0.5527506470680237,0.7653159499168396
c,0.4677796065807342,0.2666215598583221,-0.7164274454116821,0.9999934434890748,0.520352840423584,0.2577519416809082,-0.4016211330890655,0.9999573230743408,0.4167161285877228,0.2587073445320129,-0.4160096943378448,0.999944508075714,0.5983353853225708,0.3521645665168762,-0.2232910841703415,0.9999861121177672,0.3461320102214813,0.3546867370605469,-0.2325365096330642,0.9999356865882874,0.6256887316703796,0.4707712531089782,-0.0703041926026344,0.984766125679016,0.3363883197307586,0.4760376513004303,-0.1498282551765442,0.968965470790863,0.6335893273353577,0.5797796845436096,-0.2944982945919037,0.97890967130661,0.338204950094223,0.582503616809845,-0.3902179002761841,0.9533060789108276,0.6305688619613647,0.6091814637184143,-0.4519505798816681,0.9637996554374696,0.3558458089828491,0.6116454005241394,-0.5511534214019775,0.9292689561843872,0.5474914312362671,0.5689201951026917,-0.0137294074520468,0.9998279213905334,0.4166626036167145,0.5730283260345459,0.0134819308295845,0.9996288418769836,0.5408972501754761,0.7292421460151672,-0.0335854217410087,0.989736795425415,0.4506124854087829,0.7284905910491943,0.0412046015262603,0.9783188104629515,0.5337532162666321,0.8626358509063721,0.5140963792800903,0.9808254837989808,0.4760121405124664,0.8561990261077881,0.5232729911804199,0.9704623222351074,0.5336838960647583,0.873336672782898,0.5501885414123535,0.7675053477287292,0.482871264219284,0.867033839225769,0.5567489862442017,0.7674322724342346
c,0.4677902162075043,0.2665793001651764,-0.7145611047744751,0.9999931454658508,0.5203829407691956,0.2578312456607818,-0.3999134600162506,0.9999551773071288,0.4164745807647705,0.2586885988712311,-0.4180838167667389,0.9999423623085022,0.5984055399894714,0.3523293733596802,-0.2220702469348907,0.9999853372573853,0.3458466231822967,0.3546797335147857,-0.2356176227331161,0.9999330639839172,0.6258047819137573,0.4707805812358856,-0.0660234242677688,0.9841436743736268,0.3362872004508972,0.4757192432880401,-0.1517976373434066,0.9690998196601868,0.6337197422981262,0.5798657536506653,-0.2806597054004669,0.9786558151245116,0.3383562862873077,0.5820674300193787,-0.3871988654136657,0.9537370800971984,0.6308359503746033,0.6092073917388916,-0.4339059889316559,0.9635765552520752,0.3558419644832611,0.6114931702613831,-0.5457670092582703,0.9299264550209044,0.5473799705505371,0.5687645673751831,-0.013562555424869,0.9998279213905334,0.4165389537811279,0.5731591582298279,0.0133191654458642,0.9996311068534852,0.5408995747566223,0.72866290807724,-0.0287584755569696,0.9894200563430786,0.4505065083503723,0.7283992171287537,0.0457366369664669,0.9782941937446594,0.5337784290313721,0.8624169230461121,0.5197997093200684,0.9802229404449464,0.4765733182430267,0.8555349111557007,0.5258738398551941,0.9698879718780518,0.5337029099464417,0.8731367588043213,0.5562781691551208,0.7680891752243042,0.4838162660598755,0.8664107918739319,0.5602366328239441,0.7657341361045837
c,0.4677727818489074,0.2666679322719574,-0.6900403499603271,0.999993085861206,0.5203725695610046,0.2584871649742126,-0.383223682641983,0.999954640865326,0.4164211750030517,0.2588297724723816,-0.4026166200637817,0.9999423027038574,0.5983914732933044,0.3527366518974304,-0.2119102776050567,0.9999849796295166,0.3457444608211517,0.3549384176731109,-0.2286867946386337,0.9999321103096008,0.6260714530944824,0.4710324108600616,-0.0607016235589981,0.9838919639587402,0.3362255394458771,0.4757022261619568,-0.1483640372753143,0.9696654081344604,0.6343004703521729,0.5801182389259338,-0.2732448577880859,0.9788254499435424,0.3383614122867584,0.5820651650428772,-0.378898411989212,0.954624593257904,0.6313140988349915,0.6093766689300537,-0.4252987205982208,0.9639462828636168,0.3556931018829345,0.6115816831588745,-0.5353813767433167,0.9311732053756714,0.5473551154136658,0.5688241720199585,-0.0127678951248526,0.9998278617858888,0.4165292084217071,0.5737345814704895,0.0125373220071196,0.9996346235275269,0.541199803352356,0.7286603450775146,-0.0283903628587722,0.9891889095306396,0.4505060911178589,0.7284008264541626,0.0449331477284431,0.9784115552902222,0.534514307975769,0.8625602722167969,0.5026876926422119,0.9797585010528564,0.4769355952739715,0.8559512495994568,0.5032497048377991,0.9695243239402772,0.5341390371322632,0.8733840584754944,0.5365130305290222,0.7691930532455444,0.4842614531517029,0.8668901324272156,0.5345110297203064,0.7646172642707825
c,0.4677538871765136,0.2665841579437256,-0.7001354694366455,0.9999926686286926,0.5204414129257202,0.2584697306156158,-0.3871960937976837,0.9999520182609558,0.4162109196186065,0.258718878030777,-0.4007031619548797,0.9999392032623292,0.5986106395721436,0.3528914749622345,-0.2113778442144394,0.9999841451644896,0.3455519378185272,0.3549337983131408,-0.2219061255455017,0.9999291896820068,0.626200795173645,0.4710637629032135,-0.0575932934880256,0.9833378791809082,0.3360699117183685,0.4756458699703216,-0.1398767381906509,0.9696086049079896,0.6344305872917175,0.580265998840332,-0.2737301588058471,0.9785016179084778,0.3383812010288238,0.5820733308792114,-0.376726746559143,0.9546313881874084,0.6314533352851868,0.6094616055488586,-0.4272056818008423,0.9636005759239196,0.3556904196739197,0.6115891337394714,-0.5353953838348389,0.9312502145767212,0.5466779470443726,0.5700968503952026,-0.0125759840011596,0.9998278617858888,0.4159540235996246,0.5747053623199463,0.0123462015762925,0.9996367692947388,0.541206955909729,0.7290515899658203,-0.0297804195433855,0.9890015125274658,0.4502540528774261,0.7291660904884338,0.0446797832846641,0.978582501411438,0.534507155418396,0.8625419735908508,0.5230594873428345,0.979300618171692,0.4768594205379486,0.8560229539871216,0.5221135020256042,0.9691964983940125,0.5341278910636902,0.8733248710632324,0.5610639452934265,0.7696664929389954,0.4841564297676086,0.8668510913848877,0.5574526190757751,0.7634473443031311
c,0.4677191972732544,0.2661543488502502,-0.695449948310852,0.9999924302101136,0.5204911231994629,0.2584606111049652,-0.3839414119720459,0.9999504089355468,0.4162019193172455,0.2583999037742615,-0.3965500593185425,0.9999374747276306,0.5987421870231628,0.3529056012630462,-0.2075776159763336,0.9999834895133972,0.3455165028572082,0.3549299836158752,-0.2201635539531707,0.9999274015426636,0.6262486577033997,0.4710803627967834,-0.0528424642980098,0.9828349947929382,0.3359048068523407,0.4754556119441986,-0.1393134146928787,0.9698017239570618,0.6345518827438354,0.5803568363189697,-0.2641011774539947,0.978283703327179,0.3383078277111053,0.5820059776306152,-0.3763117492198944,0.9549489617347716,0.6317453384399414,0.6095412373542786,-0.4173280298709869,0.9634006023406982,0.3554228246212005,0.6115890145301819,-0.5357462763786316,0.9316734075546264,0.5460805296897888,0.570058286190033,-0.0124151958152651,0.999828577041626,0.4156089723110199,0.5746161937713623,0.0121888518333435,0.9996408224105836,0.5412079095840454,0.7301127314567566,-0.0310102924704551,0.9889039397239684,0.4500880241394043,0.7296068072319031,0.0444844216108322,0.9787762761116028,0.534338116645813,0.8626222014427185,0.522270917892456,0.9790014028549194,0.4767685830593109,0.8564633727073669,0.522577702999115,0.9690174460411072,0.5339207649230957,0.873450517654419,0.5598002076148987,0.7697293162345886,0.4840391278266907,0.867050290107727,0.5572484135627747,0.7630008459091187
c,0.4664938151836395,0.2660753428936004,-0.7126913666725159,0.9999924302101136,0.5200011134147644,0.2584704458713531,-0.3952609896659851,0.9999510645866394,0.415533185005188,0.2584185898303985,-0.4112944006919861,0.9999388456344604,0.5976399779319763,0.3529703319072723,-0.217656522989273,0.9999831914901732,0.3444795608520508,0.3553141057491302,-0.226801723241806,0.9999282956123352,0.6240096092224121,0.4719017446041107,-0.0767545104026794,0.9826421141624452,0.3341973125934601,0.4755076169967651,-0.1439613550901413,0.9706206321716307,0.6330559849739075,0.5808359980583191,-0.3040159344673157,0.9779592752456664,0.3362209498882293,0.5819488763809204,-0.3801631331443786,0.9562970399856568,0.6303161382675171,0.61009281873703,-0.4621395170688629,0.9630823135375975,0.3541437089443207,0.6116349697113037,-0.5420237183570862,0.93338942527771,0.5448099970817566,0.5699015259742737,-0.0166727527976036,0.9998212456703186,0.4140370190143585,0.5745323300361633,0.0164342019706964,0.9996321201324464,0.5388650894165039,0.7300999164581299,-0.0330163240432739,0.988734483718872,0.4468128085136413,0.7294897437095642,0.0459045879542827,0.9783462882041932,0.5325150489807129,0.8636331558227539,0.4848427474498749,0.9785723090171814,0.475828617811203,0.8580746054649353,0.5051741600036621,0.967897653579712,0.5334982872009277,0.87441086769104,0.5157874226570129,0.7627540826797485,0.4834662973880768,0.8684845566749573,0.5351214408874512,0.7603482007980347
c,0.4654980897903442,0.2659338116645813,-0.7086869478225708,0.9999922513961792,0.5195083022117615,0.2584710121154785,-0.3988141715526581,0.9999502301216124,0.4149846136569977,0.258404791355133,-0.4104402363300323,0.9999376535415648,0.5966170430183411,0.3530628085136413,-0.2245067059993744,0.9999828338623048,0.3437324464321136,0.3554587066173553,-0.2287338376045227,0.9999277591705322,0.6225030422210693,0.4720202684402466,-0.0847580432891845,0.9824110865592957,0.3326870799064636,0.4755796790122986,-0.1443528831005096,0.9710888266563416,0.6314852833747864,0.5811807513237,-0.3202004730701446,0.9778561592102052,0.3345187604427337,0.582069993019104,-0.3820748627185821,0.9572474956512452,0.6285127997398376,0.6106670498847961,-0.4791317284107208,0.9630722403526306,0.3522549271583557,0.6119467616081238,-0.542964518070221,0.9346214532852172,0.5431356430053711,0.5698705315589905,-0.017837069928646,0.9998180866241456,0.4125789701938629,0.5745128989219666,0.0175841990858316,0.9996294975280762,0.5374307632446289,0.7300909161567688,-0.0480569936335086,0.98857843875885,0.4446152448654175,0.7295766472816467,0.0440156534314155,0.978205144405365,0.5287699103355408,0.8638491034507751,0.4829512238502502,0.9782004356384276,0.4723561108112335,0.8580657243728638,0.5066350102424622,0.9672603607177734,0.5301788449287415,0.8745195865631104,0.5156073570251465,0.7590398788452148,0.4796989858150482,0.8684756755828857,0.5374174118041992,0.7579733729362488
