label,nose_x,nose_y,nose_z,nose_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_shoulder_angle,left_elbow_angle,left_hip_angle,left_knee_angle,right_shoulder_angle,right_elbow_angle,right_hip_angle,right_knee_angle
c,0.5775208473205566,0.1721721738576889,-0.7669581174850464,0.9999854564666748,0.6210252046585083,0.1665678322315216,-0.4466007351875305,0.9999181032180786,0.5212299227714539,0.164066731929779,-0.4735715389251709,0.99983412027359,0.6895971298217773,0.2681005299091339,-0.2614515423774719,0.9999802708625792,0.4368933141231537,0.2617670893669128,-0.2574734985828399,0.9998860955238342,0.6892328858375549,0.3953882455825805,-0.0772215351462364,0.98969966173172,0.4124108254909515,0.3881568014621734,-0.1023086607456207,0.9472188353538512,0.7097383737564087,0.5009955763816833,-0.2816187739372253,0.9833293557167052,0.3759903013706207,0.4957330524921417,-0.2958958148956299,0.9262714982032776,0.6969533562660217,0.5323207378387451,-0.4373944103717804,0.9693090319633484,0.3831749260425567,0.5268075466156006,-0.4535340666770935,0.9018456935882568,0.607461154460907,0.4853497147560119,-0.0179841965436935,0.9996498823165894,0.4659044146537781,0.4830464720726013,0.0174473319202661,0.9994160532951356,0.5782560706138611,0.6538070440292358,0.0052039879374206,0.9822432994842528,0.4875944256782532,0.6514151692390442,0.0758621245622634,0.973831832408905,0.5685998797416687,0.7921614646911621,0.541785478591919,0.9755701422691344,0.503688395023346,0.7847964763641357,0.5613164305686951,0.970041573047638,0.5597019195556641,0.8011901378631592,0.5775780081748962,0.8080269694328308,0.5135146975517273,0.7951715588569641,0.5946504473686218,0.7917878031730652,15.69706484272704,62.07669344855927,140.25993984598716,112.13616347851213,11.678856258839238,69.90209958439108,148.05701304962716,124.45723095373332
c,0.5162219405174255,0.1825673580169677,-0.8480243682861328,0.9999969005584716,0.5757219195365906,0.1752036213874817,-0.5568255186080933,0.9999698400497437,0.4695495367050171,0.1759440451860427,-0.5534131526947021,0.999976396560669,0.6630834341049194,0.2792457342147827,-0.3751032948493957,0.9999855756759644,0.3937435746192932,0.2799444198608398,-0.3755876123905182,0.9999765157699584,0.687261700630188,0.4074994325637817,-0.2239580005407333,0.9936858415603638,0.3586033880710602,0.4124255180358886,-0.2961297333240509,0.9847612380981444,0.6893834471702576,0.5329498648643494,-0.4257205426692962,0.9947019815444946,0.3592818677425384,0.5301592350006104,-0.5115072727203369,0.9816558361053468,0.6753531098365784,0.568648636341095,-0.5833638310432434,0.9886624813079834,0.3812041580677032,0.565662145614624,-0.6672516465187073,0.967964231967926,0.5889165997505188,0.5169395804405212,0.0029497176874428,0.9998573660850524,0.4449895322322845,0.5176461935043335,-0.0033856048248708,0.9998313188552856,0.5712061524391174,0.6918326616287231,0.0496873036026954,0.9841924905776978,0.4688705503940582,0.6857330799102783,0.0673573464155197,0.9871232509613036,0.5598612427711487,0.8372736573219299,0.5032169818878174,0.982094705104828,0.485193520784378,0.8219892978668213,0.5028103590011597,0.9825404286384584,0.5473741292953491,0.8527261018753052,0.529476523399353,0.9201091527938844,0.4901044070720672,0.8386443257331848,0.5291144847869873,0.8677641153335571,18.288992886145497,72.38945802252155,137.34139316735266,122.71467758629795,32.712404935960585,87.73071457379577,145.64768531442257,130.1078024563751
c,0.5117269158363342,0.2524310648441314,-0.2858913540840149,0.999978244304657,0.5519449710845947,0.2493599206209182,-0.1354225277900695,0.999813973903656,0.4675464332103729,0.2436635792255401,-0.128164991736412,0.9996687769889832,0.6107236742973328,0.3336783349514007,-0.110895499587059,0.9999657273292542,0.3890234529972076,0.3240920305252075,-0.0678818821907043,0.9999000430107116,0.6434382200241089,0.4365856051445007,-0.0311859957873821,0.9908472299575806,0.3460516631603241,0.429425835609436,0.0134059693664312,0.9637894630432128,0.6404219269752502,0.5256742238998413,-0.0902776345610618,0.9886951446533204,0.3377100229263305,0.5218974351882935,-0.0598666220903396,0.9469025731086732,0.6255577206611633,0.5517590045928955,-0.1687617897987365,0.9779663681983948,0.3531379997730255,0.5472372174263,-0.1341312527656555,0.9210500121116638,0.5569430589675903,0.5151560306549072,-0.0185881108045578,0.9998192191123962,0.4340889453887939,0.513565719127655,0.017975939437747,0.9997875094413756,0.546079158782959,0.653087317943573,-0.0427650399506092,0.9896981120109558,0.4169287383556366,0.6554598808288574,0.027280056849122,0.9902513027191162,0.5434480309486389,0.7563462853431702,0.2521041929721832,0.9853671193122864,0.4030976593494415,0.7519049644470215,0.2706592082977295,0.9835878610610962,0.5345321893692017,0.7697872519493103,0.2692648470401764,0.8987917304039001,0.4141161441802978,0.7652797698974609,0.2852427959442138,0.8646180033683777,30.81574676503252,107.6788367853904,142.24030038566897,99.36678019653652,32.85135743734032,104.50724947635074,151.9732855720846,115.53642595569401
leaning_forward,0.6233690626448429,0.2644419911561894,-0.6886219382286072,0.9999889731407166,0.6602750069922245,0.2629775348363805,-0.4343515932559967,0.9999311566352844,0.5849433786696232,0.262542346423714,-0.4413236975669861,0.9998475313186646,0.7158053166693485,0.3333397153078007,-0.2889425456523895,0.9999805092811584,0.5295295066660679,0.3343786838708806,-0.2676384747028351,0.999912977218628,0.6895738840103149,0.3701368570327759,-0.1670885384082794,0.9873450398445128,0.4685442745685577,0.3709664046764374,-0.1473524421453476,0.9498456120491028,0.7027562260627747,0.4466314315795898,-0.2920784950256347,0.9832773804664612,0.4431217312812805,0.4400413930416107,-0.2828406691551208,0.9206785559654236,0.6955162286758423,0.471183180809021,-0.401532918214798,0.9696551561355592,0.4488742351531982,0.4624049961566925,-0.4011340737342834,0.8872531652450562,0.6305862665176392,0.4410018026828766,-0.0021076390985399,0.9998456239700316,0.5197370648384094,0.4395740628242492,0.0018563434714451,0.9997772574424744,0.6058874726295471,0.5616662502288818,-0.0091728400439023,0.993590235710144,0.524915874004364,0.5581158995628357,0.0288678742945194,0.992494523525238,0.5858746767044067,0.6502329111099243,0.4791151881217956,0.9898917078971864,0.5394770503044128,0.6475319862365723,0.4716566205024719,0.9900086522102356,0.5823187828063965,0.6571270823478699,0.513759195804596,0.8959360122680664,0.5433319211006165,0.6564280986785889,0.5019500851631165,0.8651664853096008,5.350762332261976,48.134517923352504,109.45870385778623,97.24887057594661,24.30975496559652,55.44920534527957,124.00236379120891,114.30261283043541
head_tilted,0.4791770321983886,0.1811553239822387,-1.257697820663452,0.9999261498451232,0.5999624899456298,0.1817600429058075,-0.8803901076316833,0.9996743202209472,0.5280849465301239,0.1791752725839615,-0.8428945541381836,0.9996736645698548,0.7506849765777588,0.3230134844779968,-0.6268839836120605,0.999850869178772,0.3697169721126556,0.3182302713394165,-0.5505331754684448,0.9998718500137328,0.8083215355873108,0.4903445243835449,-0.4231497347354889,0.9764444828033448,0.3099777102470398,0.4782772064208984,-0.3374405205249786,0.9518454670906068,0.7881268858909607,0.6341906785964966,-0.580633819103241,0.9044378995895386,0.3037566542625427,0.6224139928817749,-0.5319716334342957,0.8240920901298523,0.7541410326957703,0.6783947348594666,-0.7548690438270569,0.8579527735710144,0.333032876253128,0.6589808464050293,-0.7062720656394958,0.77036052942276,0.6513720750808716,0.614848256111145,-0.0035931942984461,0.9988273978233336,0.4431926012039184,0.6127243638038635,0.0039882878772914,0.9989179372787476,0.6326612830162048,0.8031603097915649,-0.0216980148106813,0.9115824103355408,0.4523911774158478,0.8076034784317017,0.019232528284192,0.9419875741004944,0.6168758869171143,0.954817235469818,0.787844181060791,0.8359232544898987,0.4766137301921844,0.953115463256836,0.7458710670471191,0.8507416248321533,0.6120799779891968,0.9655347466468812,0.844825267791748,0.6532574892044067,0.4804792106151581,0.9611474275588988,0.8030380606651306,0.6178757548332214,24.984785782753555,80.86533199562955,110.14678242227914,95.20156534710149,21.254191694727695,74.19769951718727,122.52870019360256,105.8615927286438
leaning_forward,0.6315751158423777,0.2882103357750978,-0.6851621866226196,0.9999880790710448,0.6677087032027598,0.285350922151288,-0.444014698266983,0.9999275207519532,0.5987843953795786,0.2855506126124467,-0.4450628459453583,0.9998579025268556,0.7249670707412119,0.3575909469563569,-0.2983126640319824,0.9999808669090272,0.5396003805823679,0.3576817844349946,-0.2661406993865967,0.9999247193336488,0.6820132732391357,0.3645316064357757,-0.169705256819725,0.9874171614646912,0.4624703824520111,0.3635008335113525,-0.1328922659158706,0.953170359134674,0.6990881562232971,0.4391131997108459,-0.3047301471233368,0.9832078218460084,0.4398990571498871,0.4316289126873016,-0.2654087245464325,0.9229798316955566,0.6951010823249817,0.4620646238327026,-0.4193695783615112,0.9693209528923036,0.4456879794597626,0.452806144952774,-0.3819620907306671,0.88871830701828,0.6266794800758362,0.4349571168422699,0.0016964797396212,0.9998360276222228,0.5163646936416626,0.4321378767490387,-0.0019424585625529,0.999770164489746,0.6025844812393188,0.5529791712760925,-0.0066194683313369,0.9933050870895386,0.5201318264007568,0.5507029294967651,0.0400172770023345,0.9919278025627136,0.5840221047401428,0.6429497599601746,0.4723314344882965,0.9901381731033324,0.5340908765792847,0.6429702043533325,0.4722025394439697,0.9896642565727234,0.5785177946090698,0.6500712633132935,0.5068485140800476,0.898965060710907,0.539541482925415,0.6516110897064209,0.5020888447761536,0.8723286390304565,10.844272627799967,33.44845644635719,103.26348022919163,96.90850426115969,28.12870876877726,48.05433426640123,124.88885109481613,121.57011217435088
head_tilted,0.4121242969068039,0.2522768080234527,-0.7341528534889221,0.9999912977218628,0.4914529427305931,0.2466438859701156,-0.4285330474376678,0.9999428987503052,0.434615661261869,0.2427030950784683,-0.437671035528183,0.9999355673789978,0.5880019068717957,0.3443256914615631,-0.251343160867691,0.99997878074646,0.3355584442615509,0.3424453437328338,-0.2583574950695038,0.9999260306358336,0.6142082810401917,0.4570401012897491,-0.1055086404085159,0.978493869304657,0.3182014524936676,0.4640012383460998,-0.1831026077270507,0.9742315411567688,0.6168021559715271,0.5758704543113708,-0.3115323483943939,0.974651336669922,0.3166926205158233,0.5739284157752991,-0.4193436801433563,0.960891842842102,0.6104220151901245,0.6045805811882019,-0.4609196186065674,0.959396243095398,0.33576500415802,0.6048707962036133,-0.5748783349990845,0.938945770263672,0.5349709987640381,0.5614334940910339,-0.0160439815372228,0.9998080134391784,0.3981389105319977,0.5640891194343567,0.015767166391015,0.9996371269226074,0.5195173621177673,0.722562849521637,-0.0482074581086635,0.9877456426620485,0.4317092001438141,0.7213711738586426,0.049218114465475,0.9773068428039552,0.5068808794021606,0.8533922433853149,0.491706907749176,0.9763974547386168,0.4474150240421295,0.8498697876930237,0.5194894075393677,0.9643635749816896,0.5090447068214417,0.8638656139373779,0.5267305374145508,0.7522958517074585,0.4523121416568756,0.859190821647644,0.5508648157119751,0.7505205273628235,18.19142188565837,68.00599827805128,121.81497051413851,92.4437465048424,25.639017889774937,83.28210964410533,141.6628411166126,117.07508802781801
arms_dropped,0.5197805762290955,0.1652976125478744,-1.0197230577468872,0.9999896287918092,0.5705925822257996,0.1615229994058609,-0.6512407660484314,0.9998857975006104,0.448709100484848,0.1583472043275833,-0.7068520188331604,0.9999279379844666,0.655305802822113,0.2858868837356567,-0.4053429067134857,0.9999305605888368,0.3334182798862457,0.2698375880718231,-0.5205276012420654,0.9999388456344604,0.6552742123603821,0.6600254104844522,-0.1938988715410232,0.9643863439559937,0.2883396744728088,0.6553514228574228,-0.4375892579555511,0.9798158407211304,0.6566303372383118,0.5568716526031494,-0.3956254124641418,0.9406959414482116,0.2957715392112732,0.5544369220733643,-0.6359902620315552,0.9512330293655396,0.6423599720001221,0.8266271577588511,-0.5536412596702576,0.9042088985443116,0.3220675587654114,0.8298073635808421,-0.7884798645973206,0.9185909032821656,0.5729644894599915,0.5407575368881226,0.0383618101477623,0.9997299313545228,0.3910231590270996,0.5421324372291565,-0.038832850754261,0.9996660351753236,0.5385284423828125,0.7335755825042725,0.102235771715641,0.9772398471832277,0.4097883105278015,0.7290666699409485,0.0657854303717613,0.9698038101196288,0.5178156495094299,0.8628602027893066,0.8254944682121277,0.9616360068321228,0.435708224773407,0.8700016140937805,0.6939646601676941,0.9608813524246216,0.5080926418304443,0.8741701245307922,0.8806961178779602,0.8682187795639038,0.4415532350540161,0.8811447620391846,0.7419242262840271,0.8100301623344421,31.858664227544324,33.445454598424256,138.784005495882,118.32094234930197,49.86544988191912,50.94617939141458,148.84512726080135,131.91162789079888
head_tilted,0.4428113392345338,0.173965036869049,-0.8566612005233765,0.999976933002472,0.5587557400937989,0.1768778264522552,-0.563340425491333,0.9997848272323608,0.5171157572988554,0.1749220490455627,-0.5878684520721436,0.9998744130134584,0.7014979720115662,0.2936025857925415,-0.3917571902275085,0.9999141693115234,0.3671773374080658,0.2842852175235748,-0.4116296768188476,0.9998626112937928,0.7263005375862122,0.4212562143802643,-0.1753099411725998,0.9745205640792848,0.3210832774639129,0.40999835729599,-0.2752685844898224,0.9810065031051636,0.7402117252349854,0.5343628525733948,-0.2784400284290313,0.9473943710327148,0.3080703020095825,0.530372679233551,-0.3802565634250641,0.9398041367530824,0.7318711280822754,0.5745581388473511,-0.3920405209064483,0.9173696637153624,0.3232128620147705,0.5712257623672485,-0.4924186468124389,0.9031172394752502,0.6168569326400757,0.5481446385383606,-0.0024227343965321,0.99955815076828,0.4317604005336761,0.548290491104126,0.0016712800133973,0.9995217323303224,0.56900554895401,0.7133269309997559,0.2045421302318573,0.9664156436920166,0.4413871765136719,0.7119812369346619,0.2157809436321258,0.960512101650238,0.5390869379043579,0.8441832065582275,0.8000662326812744,0.9456343054771424,0.4709000885486603,0.8460553288459778,0.766693651676178,0.93565434217453,0.5335498452186584,0.8526597619056702,0.8455035090446472,0.76667320728302,0.4740596413612366,0.857187807559967,0.8118276596069336,0.7257704734802246,16.16589779937272,78.79909224981131,174.66872646579174,152.94912961585968,23.686444144662534,92.65033683688458,172.72582736476073,156.28444441865085
leaning_forward,0.5568073256961286,0.2498849259924305,-1.3246042728424072,0.9999699592590332,0.6176299913875043,0.2514817791294468,-0.941159188747406,0.9998652935028076,0.4970303936950146,0.2461312787842167,-0.9628878831863404,0.999872386455536,0.7230173214427411,0.3844686525177372,-0.7129884362220764,0.9998981952667236,0.3680800958625256,0.3722623961281193,-0.7159808874130249,0.999888002872467,0.7320935130119324,0.4801288843154907,-0.5496671795845032,0.9559866189956664,0.2675532102584839,0.4622156918048858,-0.6117855310440063,0.9453891515731812,0.7185161113739014,0.6118491291999817,-0.7693290710449219,0.8388035297393799,0.2781475782394409,0.5991483926773071,-0.7961963415145874,0.7511905431747437,0.7000049352645874,0.6500380039215088,-0.9411416053771972,0.790507435798645,0.3023720383644104,0.6397992372512817,-0.9548454880714417,0.6744590997695923,0.6000470519065857,0.5802593231201172,0.0082369400188326,0.9994250535964966,0.4083359837532043,0.5802164077758789,-0.0084115611389279,0.9993924498558044,0.5681262612342834,0.7441914677619934,-0.0982440635561943,0.8848250508308411,0.4239681959152221,0.7533458471298218,-0.0168019961565732,0.9086763262748718,0.4893863201141357,0.9024930596351624,0.6168022155761719,0.8638490438461304,0.4554338753223419,0.8985562920570374,0.6189402341842651,0.8528326153755188,0.4695248007774353,0.9183526635169984,0.6700997948646545,0.7095458507537842,0.4667598009109497,0.91633278131485,0.665311336517334,0.562714695930481,19.356241782138593,61.22155538837458,74.22789359276048,70.92663229003696,45.40805124100201,78.27851004112323,103.81555956488245,100.29065650956808
