label,nose_x,nose_y,nose_z,nose_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v,left_elbow_angle,right_elbow_angle,left_shoulder_line_angle,right_shoulder_line_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_torso_angle,right_torso_angle
bent_front_knee,0.5570982098579407,0.2787855565547943,-0.1481886804103851,0.999985933303833,0.5529887676239014,0.2602719962596893,-0.1299179047346115,0.9999618530273438,0.5479613542556763,0.2600953876972198,-0.1469779163599014,0.9999497532844543,0.5715029835700989,0.3678293228149414,-0.0190457999706268,0.9999448657035828,0.4701724350452423,0.3631799817085266,-0.1105481535196304,0.9994552731513976,0.6508572697639465,0.3677408397197723,-0.0210969932377338,0.9993621706962584,0.3909512460231781,0.3582850098609924,-0.1318273693323135,0.995116889476776,0.7463615536689758,0.3604638576507568,-0.156370460987091,0.9964112043380736,0.2997938096523285,0.3408044874668121,-0.2412065267562866,0.9832307696342468,0.549697995185852,0.5890395172214243,0.0273118801414966,0.9993132948875428,0.485882818698883,0.6360065937042236,-0.0273906011134386,0.9980126023292542,0.6581383943557739,0.6422080410480058,-0.1177390739321708,0.9969581961631776,0.4102133512496948,0.7868242263793945,-0.0815216079354286,0.9943053126335144,0.646641731262207,0.9787555932998656,-0.0371912866830825,0.9921508431434632,0.3302632868289947,0.9506958723068236,-0.0277412384748458,0.9718553423881532,0.7065427303314209,0.990551233291626,-0.1213569268584251,0.9916463494300842,0.3143667578697204,0.9919407963752748,-0.1308415830135345,0.988683581352234,126.6654148103752,144.81578826021322,136.39893140391953,152.94402710551674,94.35576393382676,145.77420349332007,93.57530896429519,134.46431208036063,135.17688653129107,133.16029562693305
leaning_forward,0.5724467726310982,0.2701260381132244,-0.2288257479667663,0.9999970197677612,0.571285316523005,0.2535266809850811,-0.1809027940034866,0.9999951124191284,0.5544499250015511,0.2504736714750408,-0.2229613065719604,0.999996542930603,0.5591095928582177,0.3579192764115237,0.210370197892189,0.9998072981834412,0.4649226610096916,0.3355374193739794,-0.2513646185398102,0.9998589754104614,0.6616111397743225,0.2771534025669098,0.4430976808071136,0.8914933204650879,0.3228819370269775,0.2087979018688202,-0.4797747135162353,0.9968206882476808,0.7817752957344055,0.2458609491586685,0.4938821494579315,0.9595913290977478,0.1764926314353943,0.1568808257579803,-0.7709036469459534,0.9844473600387572,0.4924640953540802,0.5706607699394226,0.1507621109485626,0.9996453523635864,0.4358319938182831,0.5661740899085999,-0.1506967395544052,0.9994972944259644,0.6404901742935181,0.6372224688529968,0.0164550766348838,0.9863392114639282,0.2978133261203766,0.7289015054702759,-0.2148591727018356,0.9989184141159058,0.5982139706611633,0.9081555604934692,0.1366159170866012,0.9634392857551576,0.0977396667003631,0.8991737365722656,-0.1908072680234909,0.9644160866737366,0.6836490035057068,0.9210466146469116,0.0351042337715625,0.97624409198761,0.1864648610353469,0.947115123271942,-0.3665697574615478,0.9948168396949768,138.14943751697183,163.08826583981912,156.3491348456104,150.16141146763763,86.03360208801041,156.18755621094886,104.65672474923672,128.4343883123181,86.3329475704545,119.49116226105556
arms_dropped,0.5532125234603882,0.3122523725032806,-0.0575065948069095,0.9999102354049684,0.5439095497131348,0.3022872805595398,-0.032332245260477,0.99989116191864,0.5388424396514893,0.301636666059494,-0.1214890927076339,0.9999402761459352,0.4945962131023407,0.3752039074897766,0.2548888623714447,0.9981484413146972,0.4833152890205383,0.3727430999279022,-0.4740935862064361,0.9993963241577148,0.4802630543708801,0.2752464413642883,0.3752128481864929,0.0665492787957191,0.4559674859046936,0.5254793483430028,-0.7034493088722229,0.9753212332725524,0.4422581195831299,0.1848199367523193,-0.001548345433548,0.2329475730657577,0.4254856407642364,0.4242064077073217,-0.7558709979057312,0.9231711626052856,0.4792389869689941,0.5860776901245117,0.2509285807609558,0.9996782541275024,0.5330942869186401,0.5862687826156616,-0.251503437757492,0.9997182488441468,0.3015398383140564,0.6831378936767578,0.262951523065567,0.9977418184280396,0.7750999331474304,0.6187066435813904,-0.1726990044116974,0.999030351638794,0.0912795737385749,0.7840156555175781,0.3215349614620209,0.9940621256828308,0.7052719593048096,0.7947437763214111,0.0860739350318908,0.9969084858894348,0.0942752659320831,0.8061540126800537,0.2456891536712646,0.9582058191299438,0.8338711857795715,0.7992684841156006,0.0137556893751025,0.9816463589668274,54.226991120437326,85.41795459954882,139.67078051650623,145.87589326027023,168.89150945664798,96.42305687826688,122.66193901723499,117.09715229161432,100.88375107861009,51.337556058671694
leaning_forward,0.5183718164480281,0.3180113925737345,-0.3144257664680481,0.999983847141266,0.5253527422464442,0.3025001480382884,-0.2951221168041229,0.9999547004699708,0.5074760873830867,0.3020739301246607,-0.2983352839946747,0.9999417662620544,0.5498856576086667,0.372607729371564,-0.0690549984574318,0.9998729228973388,0.4545481474997189,0.3718381440005465,-0.1120845898985862,0.9994699954986572,0.5913902521133423,0.2613632977008819,-0.0588666759431362,0.997529685497284,0.3582384288311004,0.2884107530117035,-0.1133069694042205,0.993722915649414,0.6849915385246277,0.2571897506713867,-0.2409335523843765,0.9826861023902892,0.2571126520633697,0.2848982214927673,-0.2854255437850952,0.941681146621704,0.5065323710441589,0.5667724609375,0.0212436150759458,0.999261200428009,0.4409974217414856,0.5639848113059998,-0.0212194249033927,0.9984599947929382,0.5965374708175659,0.6890923976898193,-0.1075148209929466,0.9958489537239076,0.3717776238918304,0.7430000305175781,-0.0736010298132896,0.997313678264618,0.5971987843513489,0.925125002861023,0.0712348520755767,0.9802289009094238,0.3026874363422394,0.9235121607780457,0.0434360727667808,0.9416866302490234,0.6462137699127197,0.9415775537490844,-0.0348349921405315,0.9825190901756288,0.2938048839569092,0.9579959511756896,-0.0802698582410812,0.9860506653785706,95.86674576621523,113.74097931222681,110.22666205356461,134.23808701613785,95.75915855886177,133.5384364584222,100.89446632069699,136.18554081789608,124.55132756956523,129.40424996969313
arms_dropped,0.4992423057556152,0.3493831753730774,-0.2359892427921295,0.999982476234436,0.5008042454719543,0.334513396024704,-0.2098481804132461,0.9999584555625916,0.4907201826572418,0.3275885581970215,-0.229359745979309,0.9999512434005736,0.5098261833190918,0.4142348170280456,-0.0206858199089765,0.9999452829360962,0.4096838533878326,0.4097101986408233,-0.1162159889936447,0.9997254014015198,0.5865231156349182,0.424485445022583,-0.0143068190664052,0.9973662495613098,0.3339905142784118,0.6430713174103755,-0.1399159282445907,0.9953104257583618,0.6791319251060486,0.4163510799407959,-0.1897942125797271,0.991472065448761,0.2334731817245483,0.635250949597265,-0.3090143799781799,0.9760030508041382,0.487628161907196,0.6690870523452759,0.0338975489139556,0.9994485974311828,0.4209519028663635,0.6724197864532471,-0.0338190160691738,0.9990822672843932,0.5896214842796326,0.7305213809013367,-0.1287097483873367,0.9976999163627625,0.3355855941772461,0.8008182048797607,-0.1093437373638153,0.9983277320861816,0.5944703817367554,0.9435532689094543,0.0193322449922561,0.9901114702224731,0.2391331791877746,0.9278138875961304,-0.0348617285490036,0.9779170751571656,0.6547818779945374,0.9509432911872864,-0.0634503662586212,0.98861825466156,0.2143691331148147,0.961451768875122,-0.145818829536438,0.9939814209938048,112.49776429193544,101.64106927347039,140.8398268197225,104.92149259482788,78.42704453747449,128.74997429844322,94.91526287818446,124.13267083719279,118.44276617653875,123.78135468720367
c,0.5136023163795471,0.1237463057041168,-0.6083900928497314,0.9999899864196776,0.5341774821281433,0.095998615026474,-0.5656136870384216,0.9999775886535645,0.4932698607444763,0.0960988700389862,-0.5715644955635071,0.9999735355377196,0.6146891117095947,0.2319004237651825,-0.127763032913208,0.9998599290847778,0.4217411577701568,0.2325048446655273,-0.2656680643558502,0.9998668432235718,0.7696211934089661,0.2264371216297149,-0.1361246705055236,0.9924349188804626,0.2639652788639068,0.2303043603897094,-0.3360980451107025,0.9939302206039428,0.9797323346138,0.1905429661273956,-0.506404459476471,0.9731411337852478,0.0627848803997039,0.2309426665306091,-0.6648999452590942,0.9393181800842284,0.5576127171516418,0.5760245323181152,0.0733308494091034,0.9987381100654602,0.4408515393733978,0.5761786103248596,-0.0733830332756042,0.998583197593689,0.770171046257019,0.6377078294754028,-0.2318732589483261,0.9885895252227784,0.2727054357528686,0.7629565000534058,-0.2327644526958465,0.9990279674530028,0.7706154584884644,0.949993133544922,-0.024393318220973,0.9735663533210754,0.090036541223526,0.9816253185272216,-0.1663243472576141,0.9346402883529664,0.9081770777702332,0.9552070498466492,-0.2263153344392776,0.9811919331550598,0.1211700141429901,0.9956228733062744,-0.4076887965202331,0.9887075424194336,122.71020036763505,145.50737230014104,141.3199881113337,168.4681952094614,71.87775469590932,134.44648818181267,69.85453058055228,104.98117806727869,129.24373835469015,133.93475528514946
hips_rotated,0.5465036034584045,0.2618834674358368,-0.1775400191545486,0.999986171722412,0.5417401790618896,0.2422374486923217,-0.1592582464218139,0.9999628663063048,0.5369629263877869,0.2432617247104644,-0.1769157648086547,0.999957799911499,0.6247351133659113,0.351773202419281,-0.0414634086191654,0.9999451637268066,0.400643084065653,0.3506399989128113,-0.1325104087591171,0.9995706677436828,0.6472417712211609,0.3510340750217438,-0.0470783002674579,0.9989213943481444,0.3815250396728515,0.3504635095596313,-0.1518687605857849,0.9959810972213744,0.7383992671966553,0.3433698713779449,-0.1940584182739257,0.9950892925262452,0.2883189618587494,0.3379426598548889,-0.2763064503669739,0.9805046916007996,0.6437491515998424,0.624244213104248,0.0253298282623291,0.9994852542877196,0.3788991531010091,0.6209321022033691,-0.0253427103161811,0.9987049698829652,0.6470552086830139,0.7259812951087952,-0.1035266444087028,0.9961174130439758,0.4081209003925323,0.7767302393913269,-0.0663764178752899,0.995303213596344,0.6445887684822083,0.9801647067070008,-0.0482817478477954,0.9852250814437866,0.3314269781112671,0.948392927646637,-0.0093897683545947,0.9313560128211976,0.7037680149078369,0.9875621199607848,-0.1388781517744064,0.9888737797737122,0.3154417872428894,0.9877405762672424,-0.1141324639320373,0.984529674053192,135.84358343111228,171.12635508358733,143.82525407484866,156.7538589123372,116.01122163763338,133.55336703394204,114.5392590123866,140.9530590575553,133.59201207804796,128.40975771733625
arms_bent,0.5599233508110046,0.5038389563560486,-0.181352823972702,0.9998844861984252,0.5474599003791809,0.4930382072925567,-0.1465131789445877,0.9997296929359436,0.5418662428855896,0.4935807585716247,-0.192252367734909,0.9997634291648864,0.5799068808555603,0.5518832206726074,0.0530217997729778,0.9998288154602052,0.4239343702793121,0.5646184086799622,-0.2186073809862136,0.9992307424545288,0.6929532289505005,0.5547549724578857,0.0614039748907089,0.9949073195457458,0.268237747580189,0.6641779386393655,-0.2757143378257751,0.996799111366272,0.8331246376037598,0.5349698066711426,-0.1833414137363433,0.9904175400733948,0.1611720025539398,0.6453830133254032,-0.4294102787971496,0.9844005703926086,0.5581752061843872,0.7144494652748108,0.071285106241703,0.9994315505027772,0.463783711194992,0.7172169089317322,-0.0709748566150665,0.9984917640686036,0.7052096128463745,0.7738251090049744,-0.1872485727071762,0.9944473505020142,0.3628858923912048,0.8052929043769836,-0.0896490812301635,0.993946611881256,0.6633886098861694,0.8956681489944458,-0.0132564073428511,0.9600220918655396,0.2424668669700622,0.8859590291976929,0.1375154256820678,0.8714926242828369,0.748940110206604,0.915797233581543,-0.1502991318702697,0.9667006731033324,0.2438558638095855,0.903201699256897,-0.0341758169233799,0.966551959514618,115.37180958697824,130.34929329733006,123.98995869447982,132.6264756301676,48.04350339117148,114.33007666450553,91.98711501769404,103.1833267297678,107.1102473642332,87.1587306436297
shoulders_not_aligned,0.5000282526016235,0.3450371921062469,-0.1917781680822372,0.9999786019325256,0.5006389617919922,0.3280998766422272,-0.1672428250312805,0.9999500513076782,0.491054892539978,0.3247875571250915,-0.185985192656517,0.999939501285553,0.5102066993713379,0.5180552500056818,0.0082533350214362,0.999944269657135,0.4108222424983978,0.2997629446220801,-0.0911725685000419,0.9997140169143676,0.586071252822876,0.4782866635703839,0.0107016023248434,0.9971643090248108,0.3368135988712311,0.3796586594200335,-0.1151207983493805,0.9949430823326112,0.680114209651947,0.415236622095108,-0.16500885784626,0.991404950618744,0.2370190918445587,0.4229199886322021,-0.2738856673240661,0.975807785987854,0.4870581328868866,0.6691809892654419,0.0343622155487537,0.9994549751281738,0.4209774136543274,0.6726174354553223,-0.0342785604298114,0.999128758907318,0.5894721150398254,0.7304441928863525,-0.1249239668250083,0.9977317452430724,0.3353505134582519,0.8011084198951721,-0.1088709756731987,0.998455286026001,0.5944076776504517,0.9439343214035034,0.0226784814149141,0.9899729490280152,0.2393824756145477,0.9277362823486328,-0.029885746538639,0.9785431027412416,0.6549223065376282,0.9510017037391664,-0.0574472956359386,0.9882637858390808,0.2144525498151779,0.9615131616592408,-0.1396315246820449,0.9942559599876404,120.94919826581037,133.03174110075875,87.68684836659676,74.56763415203132,78.92335498329311,127.67493082297901,95.07155959401064,131.40869172733375,139.32612794155992,76.97704475073839
c,0.6101239323616028,0.2913475632667541,-0.2270701229572296,0.9999761581420898,0.5988009572029114,0.2732585966587066,-0.189099833369255,0.9999302625656128,0.5927507877349854,0.2736867368221283,-0.2392691671848297,0.9999381303787231,0.6195013523101807,0.3694862723350525,0.0295861475169658,0.9998801946640016,0.4562026858329773,0.3700587749481201,-0.2608113884925842,0.999606192111969,0.7463173866271973,0.382164716720581,0.0396946109831333,0.9961578249931335,0.3260605931282043,0.3933919370174408,-0.335561454296112,0.9961081147193908,0.911687195301056,0.3621135652065277,-0.1985914260149002,0.9908349514007568,0.1590340137481689,0.4031731486320495,-0.5089741349220276,0.9827169179916382,0.5919834971427917,0.6257409453392029,0.0677967444062233,0.9997302889823914,0.4891211092472076,0.6242128610610962,-0.0676062330603599,0.9994603991508484,0.7584493160247803,0.6937255263328552,-0.1871261298656463,0.9984910488128662,0.3688960075378418,0.7497429251670837,-0.1235178485512733,0.9987576007843018,0.7416430115699768,0.9003341794013977,-0.0307756029069423,0.9930856227874756,0.23697429895401,0.8824079036712646,0.1193577796220779,0.9796598553657532,0.8432269096374512,0.9117335081100464,-0.1854367405176162,0.9957605004310608,0.2350756824016571,0.9188978672027588,-0.0612234883010387,0.9954515099525452,119.50875146649184,162.6181161391067,123.70623773329932,148.12712479734736,69.3166921364644,109.76999257446396,92.18567337286055,107.01106381235779,115.01165584328308,98.56459075591091
