label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v,left_shoulder_angle,left_elbow_angle,left_hip_angle,left_knee_angle,right_shoulder_angle,right_elbow_angle,right_hip_angle,right_knee_angle
bent_knees,0.4945493340492248,0.5160248279571533,-0.0156730636954307,0.999671995639801,0.5102850198745728,0.606261670589447,0.1644451916217804,0.9998864531517028,0.4893511235713959,0.4366937279701233,0.1888895481824875,0.9998456835746764,0.4647147357463836,0.6613312363624573,0.1275840848684311,0.9400259852409364,0.4252420961856842,0.3947227001190185,0.2160022258758545,0.5582206845283508,0.4428075551986694,0.6050184965133667,0.0183066260069608,0.859154999256134,0.3784971237182617,0.410009354352951,0.1402111202478408,0.6200835704803467,0.3657266795635223,0.5802449584007263,-0.0151288611814379,0.999722421169281,0.3648658096790313,0.4936207830905914,0.0154328756034374,0.9996432065963744,0.4011110961437225,0.5247798836938036,-0.3970701694488525,0.9588941931724548,0.3756536543369293,0.203634766410936,-0.3458578884601593,0.9185512065887452,0.2756970822811126,0.5369950349472263,-0.4055719971656799,0.8945994973182678,0.2589945793151855,0.3848866338871218,-0.3381451368331909,0.8585249185562134,0.2612074613571167,0.490896495482668,-0.405541330575943,0.8975485563278198,0.2464509606361389,0.4138973378155079,-0.3398261964321136,0.8680698275566101,0.2430039197206497,0.570540726184845,-0.5162062048912048,0.9412243962287904,0.2161232233047485,0.3805248737335205,-0.4581339657306671,0.9137861728668212,50.87200523424056,101.0527101609082,136.217710057883,87.81284108211378,87.16447165904415,92.34342458366615,115.95687969735327,55.50449399790888
arms_not_pressing,0.6360704898834229,0.4407331347465515,-0.263356864452362,0.9999995827674866,0.5940093398094177,0.5192180871963501,-0.0697261989116668,0.9999897480010986,0.5961452722549438,0.3729200661182403,-0.0797789320349693,0.9999985098838806,0.5011877040941659,0.5288470983505249,-0.0331683605909347,0.9854612946510316,0.5692167062680777,0.3664409816265106,-0.0483034402132034,0.9969821572303772,0.4178733370461351,0.5279908789431953,-0.0872584283351898,0.8573296070098877,0.5566367962203138,0.3157894028460883,-0.1079745143651962,0.9708855152130128,0.4982942938804626,0.4933750033378601,0.0042269807308912,0.9998489618301392,0.4982157349586487,0.4046962261199951,-0.0042814458720386,0.9997257590293884,0.4439421594142914,0.483882337808609,-0.3798794448375702,0.9892622232437134,0.4422104060649872,0.4128440916538238,-0.308422178030014,0.9905430674552916,0.3628470599651336,0.4731835126876831,-0.6744844317436218,0.9174384474754332,0.3645550012588501,0.4288173615932464,-0.6485791802406311,0.8877187967300415,0.3350653648376465,0.4675553739070892,-0.7122532725334167,0.976105570793152,0.3415359258651733,0.437504231929779,-0.690406858921051,0.9899317026138306,0.3749856054782867,0.4837560653686523,-0.8028029203414917,0.9930313229560852,0.388810247182846,0.4267098605632782,-0.7557294368743896,0.9963626861572266,23.83559654778044,125.2616582368293,61.423395638015336,172.64204072442462,26.085547397466645,68.62783130035876,64.15435582404699,177.33265911172177
d,0.6831474900245667,0.5685187578201294,-0.2913992702960968,0.9999948143959044,0.5994910597801208,0.685673177242279,-0.0068454346619546,0.999849796295166,0.5984175205230713,0.4488776326179504,-0.0380091592669487,0.9999773502349854,0.4831705093383789,0.6975802183151245,0.0246505066752433,0.8951952457427979,0.4853422939777374,0.4230847656726837,0.0048316363245248,0.9738832116127014,0.3955971002578735,0.713886022567749,-0.0424751639366149,0.1649467200040817,0.3929752111434936,0.3925769329071045,-0.0715576261281967,0.4975436627864837,0.4206675291061401,0.6369921565055847,0.0116669097915291,0.9987202882766724,0.4255275726318359,0.4908831119537353,-0.0116514423862099,0.9984045624732972,0.359643816947937,0.6393179893493652,-0.4778715670108795,0.8534961938858032,0.359138935804367,0.517987072467804,-0.523905873298645,0.869164764881134,0.2424296289682388,0.6257137060165405,-0.969630002975464,0.3812844455242157,0.2517506182193756,0.5450777411460876,-1.051856279373169,0.4110721349716186,0.1938108950853347,0.6121368408203125,-1.0312707424163818,0.8177448511123657,0.205031082034111,0.5651199817657471,-1.113378882408142,0.9432134628295898,0.266968697309494,0.6570170521736145,-1.1355375051498413,0.8886558413505554,0.3061519861221313,0.5472774505615234,-1.20068359375,0.962989866733551,22.72091596641826,127.7361472816441,91.08302970650428,173.4442511483743,28.216442415041122,121.36212425530525,89.45469680951152,175.89048447543226
bent_knees,0.6426973938941956,0.22193044424057,-0.0001979221269721,0.999785304069519,0.8420493006706238,0.2991285920143127,0.4619905948638916,0.999906837940216,0.5069081783294678,0.3155946731567383,0.6060513854026794,0.9994354844093324,0.8796029686927795,0.4563307762145996,0.6068289279937744,0.7870017290115356,0.4820725619792938,0.4606076776981354,0.672368586063385,0.4145967364311218,0.920745849609375,0.6099098920822144,0.5500311851501465,0.1972538232803344,0.433574914932251,0.5634907484054565,0.4681550860404968,0.0642090588808059,0.755469560623169,0.5615724921226501,-0.115912452340126,0.999458909034729,0.5616763830184937,0.5529835224151611,0.1165314316749572,0.9987492561340332,0.5425176024436951,0.5380828538754503,-1.230946660041809,0.7846984267234802,0.3627241849899292,0.5162612357953111,-0.8896240592002869,0.6867053508758545,0.2603923678398132,0.6721890838785751,-2.446751832962036,0.3884569108486175,0.194558173418045,0.6757026584787948,-2.2725536823272705,0.1612305045127868,0.2308623194694519,0.7189451563125526,-2.576200008392334,0.7529036402702332,0.1817399263381958,0.7247365820175087,-2.4203550815582275,0.5588688850402832,0.1039440855383873,0.6183750033378601,-2.8663487434387207,0.7626528143882751,0.1202031373977661,0.6382679343223572,-2.6821467876434326,0.6576409935951233,109.18989427654454,118.46009735689248,154.53145884364503,172.34426789284166,89.60997499187359,93.92321045127868,147.4303278225496,170.4277966168031
leaning_back,0.5803172918163884,0.5134708435400057,-0.4991753399372101,0.9999920129776,0.5009281303090372,0.6311799624393046,-0.2412412464618683,0.9998716115951538,0.506382849375657,0.3624896445701182,-0.2590841054916382,0.9999691843986512,0.4058506355684572,0.6761870254491598,-0.2343408018350601,0.9347457885742188,0.4120194182794863,0.3665209580873281,-0.237125739455223,0.9799229502677916,0.3468915522098541,0.7398623824119568,-0.3809992671012878,0.44261634349823,0.3534103035926819,0.365708589553833,-0.3546412587165832,0.643878161907196,0.4000548588433604,0.6353863477706909,0.004508236888796,0.9990437626838684,0.4012111293473582,0.4781668484210968,-0.00424918346107,0.9987667798995972,0.3299053311347961,0.6811502575874329,-0.4276067018508911,0.8602263927459717,0.3440713882446289,0.4412439167499542,-0.4129050374031067,0.8765264749526978,0.2507437765598297,0.5904780030250549,-0.7402311563491821,0.5128078460693359,0.2783566117286682,0.548831045627594,-0.6434176564216614,0.4598336219787597,0.2162252962589264,0.5737963318824768,-0.7761132121086121,0.8548969626426697,0.2472415566444397,0.5746748447418213,-0.6715510487556458,0.91687273979187,0.2753438055515289,0.590023398399353,-0.8911222815513611,0.8901652693748474,0.3014778196811676,0.5493028163909912,-0.7474780082702637,0.9231019020080566,65.81131133593365,114.53455245531723,32.22889538020157,157.77219158384358,56.534520069825824,103.3802267869059,34.23171417974786,149.7062005373063
d,0.6495161652565002,0.5846441984176636,-0.387154072523117,0.9999945759773254,0.5644576549530029,0.7006952166557312,-0.1524825692176818,0.999946355819702,0.5800331830978394,0.4583078920841217,-0.1771456748247146,0.9999939203262328,0.460227906703949,0.6971957087516785,-0.1334087997674942,0.9497168064117432,0.4794580638408661,0.4165572226047516,-0.1498057693243026,0.9906841516494752,0.3722719848155975,0.7048812508583069,-0.2153374999761581,0.5168641209602356,0.3931376338005066,0.3744897246360779,-0.2308623790740966,0.8714250922203064,0.4145193696022033,0.6169673800468445,0.0124398004263639,0.9995100498199464,0.4256214797496795,0.4734395742416382,-0.0122262425720691,0.9994456768035888,0.3646482527256012,0.5838049650192261,-0.3951183259487152,0.8844798803329468,0.3780954778194427,0.4939307570457458,-0.3971158564090729,0.9016262292861938,0.2517186403274536,0.5457838177680969,-0.7394616603851318,0.7104367017745972,0.2664886713027954,0.4852378368377685,-0.7362077832221985,0.7062056064605713,0.2067139595746994,0.5211349129676819,-0.7828254103660583,0.8864708542823792,0.2185975909233093,0.4785676598548889,-0.7778821587562561,0.942330539226532,0.2838923931121826,0.5546159744262695,-0.8947827816009521,0.9434528350830078,0.2836784720420837,0.497329980134964,-0.8687849640846252,0.9678605794906616,40.94573445907915,126.40157400672898,54.49635431869291,168.78319051767028,40.23707400129549,125.64413547947906,50.58966802286717,167.98280626130173
arms_not_pressing,0.6831702589988708,0.5599217414855957,-0.5021927356719971,0.9999995231628418,0.5820426940917969,0.7122002840042114,-0.175396978855133,0.9999476671218872,0.5908491015434265,0.4025728106498718,-0.1780546009540558,0.9999826550483704,0.4573273658752441,0.6857659943773292,-0.0990626737475395,0.9279085397720336,0.4649595618247986,0.3005237706377052,-0.099821887910366,0.9850868582725524,0.3539930582046509,0.6674083129314469,-0.102517083287239,0.3374601006507873,0.3589684069156647,0.2054428712276504,-0.1525284349918365,0.772403359413147,0.4107629358768463,0.6454949378967285,0.0036988246720284,0.9994426369667052,0.4104905426502228,0.4616000354290008,-0.0036058025434613,0.9995845556259156,0.3221890926361084,0.6459161043167114,-0.6041851043701172,0.8257619738578796,0.3291468322277069,0.5016288757324219,-0.5640968084335327,0.8673446774482727,0.192545861005783,0.643483579158783,-1.1335448026657104,0.4089514017105102,0.1911571025848388,0.5240053534507751,-1.149367094039917,0.4945726096630096,0.125668466091156,0.618487536907196,-1.200609803199768,0.8034108281135559,0.1348462700843811,0.5460415482521057,-1.2205322980880735,0.8947902917861938,0.2597970366477966,0.6396622657775879,-1.3557850122451782,0.862159788608551,0.2614834308624267,0.5227254629135132,-1.3552591800689695,0.939561665058136,15.224279740018716,147.15360630510466,53.521821095485016,174.52100207769786,49.16824436912996,133.83458797268685,56.51696823073029,174.6458544531743
arms_not_pressing,0.7810868620872498,0.4256899654865265,-0.6375499963760376,0.9998822212219238,0.7459423542022705,0.5804811716079712,-0.4370759129524231,0.9999724626541138,0.7279396653175354,0.3603160977363586,-0.3228929042816162,0.9999589920043944,0.6062620323383963,0.6709354519844055,-0.4157982170581817,0.9920696020126344,0.6765343505656565,0.3345270752906799,-0.240038126707077,0.8058620691299438,0.4676792704034161,0.6040568927878004,-0.4198300242424011,0.9627977013587952,0.6202332295012165,0.317690906917439,-0.2856971621513366,0.8007455468177795,0.6041877865791321,0.5845737457275391,-0.0248000677675008,0.9999018311500548,0.5970843434333801,0.4707888960838318,0.0248008947819471,0.999912679195404,0.4653470814228058,0.5517516136169434,-0.0899126902222633,0.9696306586265564,0.4727289974689483,0.448723554611206,-0.0105178253725171,0.9620435833930968,0.3506676852703094,0.5415963530540466,0.1496312171220779,0.9274271726608276,0.3553186058998108,0.4835062325000763,0.2232822328805923,0.9283283948898317,0.3407865762710571,0.5400692820549011,0.1654088944196701,0.8946098685264587,0.3442918956279754,0.5012909770011902,0.2393258213996887,0.9005114436149597,0.3046994805335998,0.569978654384613,0.0366871654987335,0.9647086262702942,0.3124308884143829,0.428270548582077,0.1120071113109588,0.9598166346549988,66.69034150379892,120.79752075151283,83.87318211591081,90.90478150049579,33.26437063007349,86.5268265973385,91.75294568722308,99.2700229005077
bent_knees,0.629817545413971,0.4538013935089111,-0.2597614228725433,0.9999995231628418,0.5871376395225525,0.5285711288452148,-0.0736060291528701,0.9999889135360718,0.5888799428939819,0.3813427686691284,-0.0809573605656623,0.9999984502792358,0.5288366675376892,0.5376624464988708,-0.0445029102265834,0.9833084344863892,0.5312758684158325,0.3771772384643554,-0.0545543693006038,0.9958051443099976,0.482434332370758,0.5596408843994141,-0.0911862701177597,0.8186817765235901,0.4803224802017212,0.344544768333435,-0.1180637925863266,0.9602679014205932,0.4900542795658111,0.5014074444770813,0.0049068937078118,0.9998122453689576,0.4930857419967651,0.4132543504238128,-0.0049342345446348,0.9996687173843384,0.4410770535469055,0.3577109814822733,-0.3566765785217285,0.986854076385498,0.4418321847915649,0.2862533272445262,-0.322758287191391,0.9882813692092896,0.3624550998210907,0.4588964629399788,-0.6650705337524414,0.9213674068450928,0.363988846540451,0.4040168571698677,-0.6680050492286682,0.8939502239227295,0.3381592333316803,0.4365233254772442,-0.7044763565063477,0.9776582717895508,0.3403731286525726,0.3985981417042034,-0.710105299949646,0.9893848896026612,0.3835487067699432,0.494127094745636,-0.7790653109550476,0.992661952972412,0.396723061800003,0.4459191262722015,-0.7638490200042725,0.9959267377853394,23.69612680817252,109.7991260895557,66.81185021884598,140.33892406880742,22.921541281994056,104.49454633811843,57.80503948268886,139.9156192810319
bent_knees,0.609151303768158,0.5621498227119446,-0.193552553653717,0.9999954700469972,0.5713785290718079,0.6338255405426025,-0.0466137155890464,0.9999722838401794,0.5700909495353699,0.5030175447463989,-0.0416723489761352,0.999968409538269,0.5111053586006165,0.6389420032501221,-0.0406935960054397,0.99235600233078,0.5118008255958557,0.497272253036499,-0.0351848267018795,0.9825347661972046,0.4570216536521911,0.6621312499046326,-0.1015979722142219,0.8181877732276917,0.4663687348365783,0.4834679961204529,-0.0987405627965927,0.6770922541618347,0.4779472351074219,0.5980404615402222,-0.0059055145829916,0.9994716048240662,0.477983683347702,0.5191692113876343,0.0059200786054134,0.9988682270050048,0.4575615525245666,0.4146661628114609,-0.2856764793395996,0.968385636806488,0.4604400098323822,0.3556874860155015,-0.244968757033348,0.9644590020179749,0.4218053221702575,0.4869481418297177,-0.552649736404419,0.7927170395851135,0.4258745908737182,0.43591616489147,-0.5816466212272644,0.7658271193504333,0.3969333171844482,0.4668989321240016,-0.5844035744667053,0.9495999813079834,0.4010968208312988,0.4186150273331233,-0.6202146410942078,0.9783652424812316,0.4511862993240356,0.4926841557025909,-0.6243037581443787,0.9725889563560486,0.4620911180973053,0.4577109217643738,-0.6436704993247986,0.9887923002243042,29.932907388708536,125.89536394231163,85.3696432790366,131.69225614943167,25.417302195349208,119.68367398527684,65.67439092990769,133.6053603963817
