label,nose_x,nose_y,nose_z,nose_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
c,0.5451021790504456,0.2607627809047699,-0.205517441034317,0.9999865293502808,0.5430607199668884,0.2426676452159881,-0.1795755326747894,0.9999662637710572,0.5363524556159973,0.2433829605579376,-0.2003525346517563,0.9999629259109496,0.5649834275245667,0.3524965941905975,-0.0169944427907466,0.9999511241912842,0.4637214243412018,0.3549284636974334,-0.1271537542343139,0.9996474981307985,0.6489033699035645,0.3594450652599334,-0.0189691334962844,0.998435080051422,0.3913097679615021,0.3770453929901123,-0.1575821340084076,0.9954588413238524,0.7447220087051392,0.3504450619220733,-0.1815150380134582,0.993994414806366,0.2968929708003998,0.3781576156616211,-0.2963268458843231,0.9738510847091676,0.5411469340324402,0.6264128088951111,0.0309085939079523,0.9996452331542968,0.4785089790821075,0.6227309107780457,-0.030818335711956,0.9991989731788636,0.6467568278312683,0.7284713983535767,-0.1269078254699707,0.995392084121704,0.4022217094898224,0.783638596534729,-0.0829725638031959,0.9963545799255372,0.6428369283676147,0.982724666595459,-0.0512937419116497,0.9784472584724426,0.3318489491939544,0.9557716250419616,0.0078461691737174,0.9013003706932068,0.7026520371437073,0.98875093460083,-0.1569268405437469,0.9854080080986024,0.3127620816230774,0.9900838136672974,-0.1133881881833076,0.9833866953849792
c,0.5456974506378174,0.2607604563236236,-0.2045745402574539,0.9999864101409912,0.5430245399475098,0.2425556480884552,-0.180318534374237,0.9999657869338988,0.5365276336669922,0.2433051019906997,-0.2004854083061218,0.9999622106552124,0.5650106072425842,0.3524774610996246,-0.0399674326181411,0.9999502897262572,0.4630824029445648,0.3533873856067657,-0.1372354626655578,0.9996324181556702,0.6484408974647522,0.3588142096996307,-0.0496863983571529,0.9985268115997314,0.3875100910663605,0.3757558166980743,-0.1643432825803756,0.9955373406410216,0.7426405549049377,0.3496825695037842,-0.2098536193370819,0.99419504404068,0.2930864989757538,0.3699879348278045,-0.3026308119297027,0.9749621152877808,0.5415557026863098,0.6255230903625488,0.0289797931909561,0.999626398086548,0.4785077571868896,0.6221119165420532,-0.0289516188204288,0.9991328120231628,0.6467344164848328,0.7277849912643433,-0.1142147928476333,0.9955328106880188,0.4040636718273163,0.7815115451812744,-0.0684461742639541,0.996248185634613,0.6430914402008057,0.9809649586677552,-0.060281652957201,0.9797309041023254,0.3314933478832245,0.9548285603523254,0.001757264486514,0.9062641263008118,0.7026611566543579,0.9877837300300598,-0.1593727469444275,0.9861237406730652,0.3143109083175659,0.9900022149086,-0.11236222833395,0.9836113452911376
c,0.5461618900299072,0.2607881724834442,-0.2100415825843811,0.9999867081642152,0.5429964661598206,0.2424194067716598,-0.190574899315834,0.9999661445617676,0.5367947816848755,0.2432715147733688,-0.2095870375633239,0.9999625086784364,0.5650913119316101,0.3520722091197967,-0.0586585216224193,0.999950349330902,0.4620656371116638,0.3509836196899414,-0.1509220451116562,0.999626636505127,0.6484247446060181,0.3568667471408844,-0.0686245188117027,0.9986196160316468,0.3840812146663666,0.3704263865947723,-0.1760414838790893,0.9956850409507751,0.7421920299530029,0.3480507433414459,-0.2288790047168731,0.994434654712677,0.2893279492855072,0.35727059841156,-0.3119288086891174,0.9762316942214966,0.5421848893165588,0.6242522597312927,0.0268949195742607,0.9996032118797302,0.4785625338554382,0.6209518909454346,-0.0269105359911918,0.9990664124488832,0.6466116905212402,0.7270024418830872,-0.1068298667669296,0.9957184195518494,0.4058894515037536,0.7787801027297974,-0.0649769827723503,0.9962221384048462,0.6433481574058533,0.9797239899635316,-0.059194840490818,0.9809508323669434,0.3315455019474029,0.95235013961792,-0.0058468361385166,0.9115532636642456,0.7025251388549805,0.9873596429824828,-0.1577854007482528,0.9868396520614624,0.3147632777690887,0.9889867305755616,-0.1141144335269928,0.9839760661125184
c,0.5463323593139648,0.2611456513404846,-0.2030938416719436,0.99998676776886,0.5428032279014587,0.2424522191286087,-0.1865576654672622,0.9999657869338988,0.5369108319282532,0.2433364540338516,-0.2046673893928527,0.9999619722366332,0.5650795102119446,0.3518078327178955,-0.0513134934008121,0.9999496340751648,0.4615282118320465,0.3507089912891388,-0.1467532068490982,0.9996160268783568,0.6483089327812195,0.354416012763977,-0.0588104426860809,0.9986945986747742,0.3836169838905334,0.3646942675113678,-0.172348603606224,0.9958083033561708,0.7416524291038513,0.3459715843200683,-0.2183311432600021,0.9945982098579408,0.2892671525478363,0.3484130501747131,-0.3099308311939239,0.9773733019828796,0.5425767302513123,0.6240664124488831,0.0262554716318845,0.9995830059051514,0.4786656498908996,0.6206162571907043,-0.0262725315988063,0.998997688293457,0.6464882493019104,0.726405143737793,-0.1077297553420066,0.9958511590957642,0.4071957170963287,0.7771285772323608,-0.0652197152376174,0.9961217045783995,0.6436029672622681,0.979711890220642,-0.0598773881793022,0.98201322555542,0.3315307796001434,0.9511138796806335,-0.007881368510425,0.9161503911018372,0.7025987505912781,0.9873584508895874,-0.1578427404165268,0.9874299168586732,0.3151081800460815,0.988174319267273,-0.1155276969075203,0.9842151403427124
c,0.546414315700531,0.2612603604793548,-0.187810331583023,0.9999862909317015,0.5425345301628113,0.2424512952566146,-0.1709696948528289,0.9999640583992004,0.5369343757629395,0.2433366179466247,-0.1880548447370529,0.9999597072601318,0.5648828148841858,0.3517679572105407,-0.0454489663243293,0.9999478459358216,0.4613301455974579,0.3506413996219635,-0.1412417888641357,0.999598264694214,0.6479217410087585,0.3529419898986816,-0.051967516541481,0.9987545609474182,0.3831903338432312,0.3559603691101074,-0.1601796597242355,0.9958612322807312,0.7392364144325256,0.3455359935760498,-0.2126364856958389,0.9947035908699036,0.288650244474411,0.3394246399402618,-0.2840458452701568,0.9782060980796814,0.54291170835495,0.624064028263092,0.0260631889104843,0.9995548725128174,0.4787969589233398,0.6206173896789551,-0.0260782558470964,0.9989118576049804,0.6465597152709961,0.7261354327201843,-0.1054334416985511,0.9959160089492798,0.4076386392116546,0.7770174741744995,-0.063706174492836,0.9958732724189758,0.6437293887138367,0.9800743460655212,-0.0591944493353366,0.9828947186470032,0.3315214216709137,0.950058102607727,-0.005755057092756,0.9201018810272216,0.7028746604919434,0.987376630306244,-0.1536181718111038,0.9878152012825012,0.3152629137039184,0.9878873825073242,-0.1128737032413482,0.9842315912246704
c,0.5464113354682922,0.2612604200839996,-0.1730140149593353,0.9999862313270568,0.5419487953186035,0.2422651350498199,-0.1563133895397186,0.9999637007713318,0.5369287729263306,0.2431655079126358,-0.1727304011583328,0.9999589323997498,0.5648081302642822,0.3517551720142364,-0.0424431450664997,0.9999470114707948,0.4611278474330902,0.3506209254264831,-0.1327797174453735,0.999584138393402,0.6475456357002258,0.352060317993164,-0.0483792684972286,0.9988175630569458,0.382836252450943,0.3515031337738037,-0.1506566107273101,0.9958990216255188,0.738432765007019,0.3450144827365875,-0.2010502219200134,0.9948574304580688,0.2886174321174621,0.3369726538658142,-0.2692926228046417,0.9790300130844116,0.5431728363037109,0.6240729093551636,0.0253408029675483,0.9995326399803162,0.4788917899131775,0.6206352710723877,-0.0253587830811738,0.9988416433334352,0.64678555727005,0.726027250289917,-0.106178879737854,0.9959686994552612,0.4078105688095093,0.7768181562423706,-0.0646431073546409,0.9956024289131165,0.6440539956092834,0.9802340269088744,-0.0589411854743957,0.9837377667427064,0.3315505087375641,0.9493327140808104,-0.0045671230182051,0.9239848256111144,0.7033015489578247,0.9874351620674132,-0.1514267325401306,0.9881861209869384,0.3153629004955292,0.9877278804779052,-0.1111657544970512,0.9842281937599182
c,0.5464975833892822,0.2611995339393616,-0.1718704402446746,0.9999862909317015,0.54184490442276,0.241890549659729,-0.1544107943773269,0.9999635815620422,0.5369567275047302,0.2428916692733764,-0.1713138222694397,0.999958634376526,0.5647953748703003,0.3517530858516693,-0.040861889719963,0.9999462366104126,0.4609714448451996,0.3506160378456116,-0.131154865026474,0.9995765686035156,0.6474275588989258,0.351298838853836,-0.0465472489595413,0.9988730549812316,0.3822456002235412,0.3503905236721039,-0.1509593576192855,0.9959264397621156,0.7385082244873047,0.3440908789634704,-0.1940261423587799,0.9949818253517152,0.2884497344493866,0.3367961347103119,-0.2711406648159027,0.979783833026886,0.5434691309928894,0.6240991353988647,0.0252151228487491,0.9995099902153016,0.479018896818161,0.6206686496734619,-0.0252350382506847,0.9987735152244568,0.6469621658325195,0.7259811758995056,-0.106145791709423,0.9960471391677856,0.4079774022102356,0.7766726613044739,-0.0659869611263275,0.9954190254211426,0.6443331241607666,0.9802553057670592,-0.0545402504503726,0.9845449924468994,0.3315359055995941,0.9487340450286864,-0.0061794756911695,0.9279523491859436,0.7035999894142151,0.9874547123908995,-0.1454547047615051,0.9885748624801636,0.3154098093509674,0.98773193359375,-0.1117329522967338,0.984387218952179
c,0.5465036034584045,0.2618834674358368,-0.1775400191545486,0.999986171722412,0.5417401790618896,0.2422374486923217,-0.1592582464218139,0.9999628663063048,0.5369629263877869,0.2432617247104644,-0.1769157648086547,0.999957799911499,0.5646299719810486,0.351773202419281,-0.0414634086191654,0.9999451637268066,0.4607482254505157,0.3506399989128113,-0.1325104087591171,0.9995706677436828,0.6472417712211609,0.3510340750217438,-0.0470783002674579,0.9989213943481444,0.3815250396728515,0.3504635095596313,-0.1518687605857849,0.9959810972213744,0.7383992671966553,0.3433698713779449,-0.1940584182739257,0.9950892925262452,0.2883189618587494,0.3379426598548889,-0.2763064503669739,0.9805046916007996,0.5435739159584045,0.624244213104248,0.0253298282623291,0.9994852542877196,0.4790743887424469,0.6209321022033691,-0.0253427103161811,0.9987049698829652,0.6470552086830139,0.7259812951087952,-0.1035266444087028,0.9961174130439758,0.4081209003925323,0.7767302393913269,-0.0663764178752899,0.995303213596344,0.6445887684822083,0.9801647067070008,-0.0482817478477954,0.9852250814437866,0.3314269781112671,0.948392927646637,-0.0093897683545947,0.9313560128211976,0.7037680149078369,0.9875621199607848,-0.1388781517744064,0.9888737797737122,0.3154417872428894,0.9877405762672424,-0.1141324639320373,0.984529674053192
c,0.5465378761291504,0.2631329596042633,-0.1815748065710067,0.9999860525131226,0.5417260527610779,0.2437172532081604,-0.1651857942342758,0.999962031841278,0.5369811058044434,0.2445583939552307,-0.1846083998680114,0.9999569654464722,0.5639519095420837,0.352007120847702,-0.0452398806810379,0.9999449253082277,0.4606035947799682,0.3507803976535797,-0.1444891989231109,0.9995710849761964,0.6463751792907715,0.3509666323661804,-0.0520383678376674,0.9989672899246216,0.3808071315288543,0.3513039648532867,-0.1700616478919983,0.9960625767707824,0.7371461391448975,0.3433129489421844,-0.2024731636047363,0.9952176809310912,0.286698579788208,0.3400033116340637,-0.2944308519363403,0.981249988079071,0.5437544584274292,0.6246185302734375,0.0264191385358572,0.9994634985923768,0.4793124496936798,0.6216840744018555,-0.0264569409191608,0.9986402988433838,0.6476424336433411,0.7260401844978333,-0.0974442884325981,0.9961727261543274,0.4081796705722809,0.7768948078155518,-0.0665014162659645,0.9951955676078796,0.6447404623031616,0.9800555109977722,-0.0390845350921154,0.9857640862464904,0.3311451077461242,0.9484208822250366,-0.0148332538083195,0.9342143535614014,0.7038901448249817,0.987638533115387,-0.1295359432697296,0.9890522956848145,0.315444141626358,0.9877840280532836,-0.1204559579491615,0.9846208095550536
c,0.5465793013572693,0.2638319134712219,-0.1832478046417236,0.9999860525131226,0.5417405962944031,0.2446482181549072,-0.1676120907068252,0.999961793422699,0.5369822382926941,0.2454352229833603,-0.1863841116428375,0.9999566078186036,0.5638731122016907,0.3527369201183319,-0.0461748801171779,0.9999455213546752,0.4606133997440338,0.3513342142105102,-0.1431580930948257,0.9995712637901306,0.6460573673248291,0.3509978652000427,-0.0542443580925464,0.9990164637565612,0.3809782564640045,0.3522692918777466,-0.1685104072093963,0.9961437582969666,0.7371835708618164,0.3436474800109863,-0.2069603055715561,0.9953818917274476,0.2869639694690704,0.3411539196968078,-0.2938046753406524,0.9819000363349916,0.5439695119857788,0.6253148913383484,0.0267902333289384,0.99944806098938,0.4795643091201782,0.622602641582489,-0.0268368832767009,0.998585045337677,0.6480879783630371,0.7260650396347046,-0.0956900268793106,0.996228814125061,0.4082629978656769,0.7772351503372192,-0.0671425089240074,0.9951371550559998,0.6448341608047485,0.9796556830406188,-0.0347360931336879,0.9862523674964904,0.3311057090759277,0.9484696388244628,-0.0131954234093427,0.9368231892585754,0.7038893103599548,0.9876280426979064,-0.1252327859401703,0.9892343282699584,0.3155087828636169,0.9877970218658448,-0.1197016388177871,0.984770894050598
