"label","nose_x","nose_y","nose_z","nose_visibility","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_visibility","left_eye_x","left_eye_y","left_eye_z","left_eye_visibility","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_visibility","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_visibility","right_eye_x","right_eye_y","right_eye_z","right_eye_visibility","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_visibility","left_ear_x","left_ear_y","left_ear_z","left_ear_visibility","right_ear_x","right_ear_y","right_ear_z","right_ear_visibility","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_visibility","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_visibility","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_visibility","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_visibility","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_visibility","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_visibility","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_visibility","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_visibility","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_visibility","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_visibility","left_index_x","left_index_y","left_index_z","left_index_visibility","right_index_x","right_index_y","right_index_z","right_index_visibility","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_visibility","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_visibility","left_hip_x","left_hip_y","left_hip_z","left_hip_visibility","right_hip_x","right_hip_y","right_hip_z","right_hip_visibility","left_knee_x","left_knee_y","left_knee_z","left_knee_visibility","right_knee_x","right_knee_y","right_knee_z","right_knee_visibility","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_visibility","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_visibility","left_heel_x","left_heel_y","left_heel_z","left_heel_visibility","right_heel_x","right_heel_y","right_heel_z","right_heel_visibility","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_visibility","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_visibility"
"c","0.4376548230648041","0.152508407831192","-0.402597576379776","0.9999690055847168","0.4473192691802978","0.1306701898574829","-0.4055024087429046","0.9998347759246826","0.4543370306491852","0.1294832825660705","-0.4054687917232513","0.9998093247413636","0.4617696106433868","0.1281155347824096","-0.4055316746234894","0.999767005443573","0.4348519742488861","0.1317903697490692","-0.3730350732803345","0.9998830556869508","0.4324789941310882","0.1314321756362915","-0.3731954097747803","0.9998711347579956","0.4302396178245544","0.1308166682720184","-0.3731565773487091","0.9998443126678468","0.4929203987121582","0.1301358640193939","-0.3349634408950805","0.9997780919075012","0.447841078042984","0.132343590259552","-0.1778071820735931","0.9998437166213988","0.4584595859050751","0.1736896336078643","-0.3718369603157043","0.9997486472129822","0.4409588575363159","0.1746944934129715","-0.3262980878353119","0.9996384382247924","0.5925185680389404","0.2465301752090454","-0.2602680027484894","0.9994993209838868","0.4061327576637268","0.2534152567386627","-0.0915647000074386","0.999846339225769","0.7565730810165405","0.222292274236679","-0.335816740989685","0.9983459711074828","0.2539019882678985","0.2257306277751922","-0.079688012599945","0.9956544637680054","0.9000380039215088","0.2037064433097839","-0.4917644262313843","0.9869927167892456","0.1110360920429229","0.2198282480239868","-0.2633697092533111","0.9910287857055664","0.937445342540741","0.1960013508796692","-0.5228328704833984","0.9586362838745116","0.0681724846363067","0.2200712710618972","-0.3016455173492431","0.9707506895065308","0.9422154426574708","0.1917677819728851","-0.5844075679779053","0.9636344909667968","0.0626080334186554","0.216817021369934","-0.3570294380187988","0.9747893214225768","0.9229750633239746","0.1968681216239929","-0.5264028906822205","0.9691590070724488","0.0782779157161712","0.2186875343322754","-0.2991697788238525","0.9807177186012268","0.5887176990509033","0.6134611368179321","-0.0841865912079811","0.9922896027565002","0.4726545810699463","0.6098421216011047","0.0837821662425994","0.9977147579193116","0.7623037099838257","0.7915475964546204","-0.2333134263753891","0.993225872516632","0.2604892551898956","0.6696182489395142","-0.1370852440595626","0.9921900629997252","0.9229824542999268","0.9496610164642334","-0.0963091254234314","0.9906066656112672","0.2667847573757171","0.9459067583084106","0.0744595155119896","0.9798523187637328","0.9428508281707764","0.9659527540206908","-0.089145503938198","0.9512395858764648","0.2931146025657654","0.9743414521217346","0.0885679945349693","0.9786868691444396","0.9453765749931335","0.9873491525650024","-0.2867074608802795","0.9672337174415588","0.1634349226951599","0.9813611507415771","-0.0216003581881523","0.9394263029098512"
"c","0.4092801511287689","0.0775752663612365","0.0015370628098025","0.99976247549057","0.4190143942832947","0.0550618767738342","-0.0582739897072315","0.9999178647994996","0.4195974767208099","0.0569186508655548","-0.058471456170082","0.999929666519165","0.4201825857162475","0.0587386786937713","-0.0586583539843559","0.9999338388442992","0.4249278008937835","0.0525003969669342","-0.0139576317742466","0.9998958110809326","0.4299592971801758","0.0526624321937561","-0.0139806820079684","0.999894380569458","0.4353792071342468","0.0527057647705078","-0.0142218815162777","0.9999080896377563","0.442769318819046","0.0776791274547576","-0.2147495597600937","0.9997798800468444","0.46706622838974","0.0711765885353088","-0.0151875186711549","0.9998666048049928","0.4126767516136169","0.1044213473796844","-0.0420703664422035","0.9990413784980774","0.4199438095092773","0.1017049849033355","0.0152027606964111","0.9987969398498536","0.39122074842453","0.2078109830617904","-0.2978401780128479","0.99941885471344","0.5797430872917175","0.1948466300964355","0.0615620613098144","0.9998304843902588","0.2192804217338562","0.2000533044338226","-0.39791339635849","0.9926209449768066","0.7468985319137573","0.2167874276638031","0.1542990803718567","0.9909199476242064","0.0807069018483161","0.1820983737707138","-0.3860065340995788","0.9755915403366088","0.8887195587158203","0.2209484130144119","0.206114187836647","0.8622115850448608","0.0348250269889831","0.1892076879739761","-0.433881938457489","0.9649857878684998","0.9273139238357544","0.2208522260189056","0.1861618310213089","0.7801130414009094","0.0305287837982177","0.1746048480272293","-0.4095776379108429","0.964923858642578","0.931033730506897","0.2069399505853653","0.1815425902605056","0.7729585766792297","0.0446430779993534","0.1738409996032714","-0.3690779507160187","0.9239277243614196","0.915665864944458","0.2103856056928634","0.2076393216848373","0.7248313426971436","0.4645340740680694","0.5882239937782288","-0.1460856348276138","0.9986425042152404","0.5690761804580688","0.5873416662216187","0.1449024230241775","0.9990536570549012","0.2159728407859802","0.5957204699516296","0.0099242916330695","0.9962246417999268","0.7386946082115173","0.7498220801353455","0.3746915161609649","0.9630113840103148","0.1855259835720062","0.9075571894645692","0.2430432438850402","0.9877675771713256","0.9152624607086182","0.900871753692627","0.591532289981842","0.9712735414505004","0.207623153924942","0.9503511190414428","0.2742619216442108","0.9815894961357116","0.9431663751602172","0.941584289073944","0.6235330700874329","0.9652873873710632","0.0812979415059089","0.9331188201904296","0.3168531358242035","0.9824206233024596","0.9039840698242188","0.906124234199524","0.6471725106239319","0.9603933691978456"
"c","0.3720500767230987","0.0944860577583313","-0.3360908329486847","0.9997089505195618","0.3868747651576996","0.0760384500026702","-0.3513806760311126","0.9990761280059814","0.3928075432777405","0.075286328792572","-0.3514434993267059","0.999138116836548","0.3997836112976074","0.0743356645107269","-0.3516245484352112","0.9989898800849916","0.3796685934066772","0.0764314830303192","-0.3024506568908691","0.99897563457489","0.3802032470703125","0.0760612487792968","-0.3025982677936554","0.9991311430931092","0.3809823095798492","0.0755309164524078","-0.3026686012744903","0.9988386034965516","0.4397135078907013","0.08123379945755","-0.3544780015945434","0.9991851449012756","0.4171587228775024","0.0818732976913452","-0.1216170042753219","0.998699426651001","0.3890838027000427","0.1165888309478759","-0.334264725446701","0.9985759258270264","0.3800957798957824","0.1175280287861824","-0.267071396112442","0.9965498447418212","0.5701758861541748","0.1992252171039581","-0.3066076040267944","0.9989354014396667","0.3551140129566192","0.2002458274364471","-0.0622754693031311","0.9985225796699524","0.7303488254547119","0.2053793668746948","-0.3800632357597351","0.994438648223877","0.1866354942321777","0.195633053779602","-0.0496036261320114","0.948749303817749","0.8784429430961609","0.219346284866333","-0.5173454880714417","0.9591885209083556","0.0271606743335723","0.162114143371582","-0.2305429577827453","0.9029515981674194","0.9284115433692932","0.2255038321018219","-0.5473243594169617","0.9124585390090942","-0.0203301310539245","0.1499837636947631","-0.2670608460903168","0.8295050859451294","0.9345941543579102","0.2268431484699249","-0.6174976825714111","0.9192734360694884","-0.0282869637012481","0.1460321843624115","-0.3344811797142029","0.8545293807983398","0.9161566495895386","0.2306485474109649","-0.5548557639122009","0.9195902347564696","-0.0083236098289489","0.1502863466739654","-0.2733280956745147","0.8938689827919006","0.5450273156166077","0.5419541001319885","-0.1061533614993095","0.984204351902008","0.4114638268947601","0.5459719896316528","0.1056216731667518","0.9951647520065308","0.7312822937965393","0.736472487449646","-0.2509378790855407","0.9876675605773926","0.1785435676574707","0.6167565584182739","-0.1285445541143417","0.983595371246338","0.9278664588928224","0.9070982933044434","-0.0919928848743438","0.9914557337760924","0.137077659368515","0.880956768989563","0.0321400724351406","0.9874463081359864","0.953368842601776","0.9284778833389282","-0.0841579064726829","0.9449416399002076","0.1589053869247436","0.9233347177505492","0.0401628948748111","0.9858952164649964","0.934062957763672","0.96396666765213","-0.3085709512233734","0.974629044532776","0.0189084112644195","0.9436677098274232","-0.0957962200045585","0.9593170881271362"
"c","0.5611205101013184","0.1228882074356079","-0.3253086805343628","0.9999831914901732","0.5537531971931458","0.0981020852923393","-0.2808368802070617","0.9999682903289796","0.5533123016357422","0.0974801778793335","-0.2809216380119324","0.999968409538269","0.5526164174079895","0.0966316759586334","-0.2810589671134949","0.9999600648880004","0.5470358729362488","0.0982820987701416","-0.3275683224201202","0.999968647956848","0.5427351593971252","0.0978317856788635","-0.3276300728321075","0.9999618530273438","0.5373136401176453","0.0971973240375518","-0.3275103271007538","0.9999382495880128","0.5287692546844482","0.1032105386257171","-0.0865777805447578","0.999964952468872","0.5049151182174683","0.1059236824512481","-0.3051470816135406","0.999951958656311","0.5572739243507385","0.1455102562904358","-0.2579801082611084","0.9998769760131836","0.5476656556129456","0.1450019478797912","-0.3208253979682922","0.9998780488967896","0.5847345590591431","0.2378051578998565","-0.0554636009037494","0.9999476671218872","0.3936390876770019","0.2301624417304992","-0.2858054339885711","0.999824583530426","0.733339250087738","0.2388506233692169","-0.0874094367027282","0.9966303706169128","0.2387286126613617","0.2540133893489837","-0.3837249279022217","0.9942335486412048","0.857314944267273","0.2249274551868438","-0.256020039319992","0.9981497526168824","0.089505910873413","0.2692643404006958","-0.5121688842773438","0.9876136779785156","0.9013241529464722","0.2257824540138244","-0.2996965050697326","0.9919517040252686","0.0461921989917755","0.2808849811553955","-0.5488539338111877","0.9655852913856506","0.9030706882476808","0.2190851867198944","-0.3608902096748352","0.9934216141700744","0.0447030365467071","0.2770640254020691","-0.611631453037262","0.9691848754882812","0.8867555856704712","0.2201773524284362","-0.2969927787780761","0.9944678544998168","0.0600228607654571","0.2761377096176147","-0.5489400029182434","0.9688618183135986","0.5343728065490723","0.6040630340576172","0.0642846971750259","0.9994682669639589","0.4074968695640564","0.5986546277999878","-0.0641242340207099","0.9994112253189088","0.7541725039482117","0.605700671672821","-0.1614760756492614","0.9979516863822936","0.2195529639720916","0.7577791213989258","-0.1498892903327942","0.9994149208068848","0.7526313662528992","0.900231659412384","-0.0377945303916931","0.9958327412605286","0.0361867845058441","0.8990299701690674","-0.1172748953104019","0.9991771578788756","0.7293936014175415","0.9482897520065308","-0.0374828241765499","0.9866340160369872","0.0198595821857452","0.9227950572967528","-0.1263292729854583","0.9806017875671388","0.8542888760566711","0.9452011585235596","-0.1882324367761612","0.9907119870185852","-0.0080463886260986","0.9408637881278992","-0.3206453621387481","0.996025323867798"
"c","0.4196315109729767","0.1197456419467926","-0.25062957406044","0.9999631643295288","0.4330582320690155","0.0981750786304473","-0.260611355304718","0.9998522996902466","0.4381444752216339","0.0975484848022461","-0.2606174945831299","0.9998726844787598","0.4438258409500122","0.0968716144561767","-0.2606771290302276","0.99983549118042","0.4270563423633575","0.0980557203292846","-0.2138558179140091","0.9998809099197388","0.4274258017539978","0.0974330902099609","-0.2139921188354492","0.9998931884765624","0.4278438687324524","0.0967797040939331","-0.2140198051929474","0.999870538711548","0.4798371493816376","0.1057898998260498","-0.25311940908432","0.9998561143875122","0.4561389088630676","0.1050166189670562","-0.032293252646923","0.9998787641525269","0.4340509474277496","0.1418682932853698","-0.2470621317625045","0.9996738433837892","0.4246684312820434","0.1430213153362274","-0.1827452480792999","0.999505877494812","0.5956368446350098","0.249262586236","-0.1959945410490036","0.9992820620536804","0.3991219699382782","0.2452076077461242","0.0109449699521064","0.9997524619102478","0.7663851380348206","0.2646545469760895","-0.284085750579834","0.9966210126876832","0.2458668053150177","0.2531196773052215","0.0488244071602821","0.9626389145851136","0.9000707864761353","0.2920282483100891","-0.4206473231315613","0.97962886095047","0.0930970907211303","0.2590173482894897","-0.1667499393224716","0.9587165713310242","0.9376333951950072","0.2953512072563171","-0.4591977596282959","0.9391660094261168","0.0490332841873168","0.253677099943161","-0.2119835764169693","0.8984308242797852","0.9433560371398926","0.2886001765727997","-0.5206975936889648","0.9460580945014954","0.0463263094425201","0.2453363984823227","-0.2763786017894745","0.9177496433258056","0.9296192526817322","0.2905814349651336","-0.4574191868305206","0.9538835287094116","0.058365374803543","0.2510921061038971","-0.2098404169082641","0.938196897506714","0.5560863614082336","0.6004539728164673","-0.080573134124279","0.9901298880577089","0.4285025596618652","0.577585756778717","0.0804916322231292","0.9988344311714172","0.7213696241378784","0.770508885383606","-0.1439728885889053","0.99629944562912","0.2199461609125137","0.6626771688461304","-0.2293165028095245","0.9987439513206482","0.8871546387672424","0.8908824920654297","0.1640922874212265","0.9935967922210692","0.1948243528604507","0.921816110610962","-0.0224885251373052","0.9968395233154296","0.9013993740081788","0.9074631333351136","0.1837684512138366","0.9358096718788148","0.2191451340913772","0.9578354954719543","-0.0111321248114109","0.9890748858451844","0.9190052151679992","0.9554337859153748","-0.0325436182320117","0.9798080325126648","0.0873624980449676","0.9649887084960938","-0.1765353083610534","0.9884329438209534"
"c","0.5642381906509399","0.1152805984020233","-0.3632196187973022","0.9999808073043824","0.5564268827438354","0.0932064056396484","-0.3225933313369751","0.9999375343322754","0.5553795099258423","0.0926536098122596","-0.3226504027843475","0.9999487400054932","0.5538890957832336","0.0918483063578605","-0.322781354188919","0.9999275207519532","0.5499047040939331","0.0931942090392112","-0.373795747756958","0.9999468326568604","0.5447766184806824","0.0928720012307167","-0.3738950788974762","0.9999479055404664","0.5393741130828857","0.0926165878772735","-0.373803049325943","0.9999003410339355","0.5239840745925903","0.0998590365052223","-0.1438890844583511","0.9999308586120604","0.5073367953300476","0.1028133034706115","-0.3841606378555298","0.9999351501464844","0.558687686920166","0.1385564804077148","-0.2995865643024444","0.9998125433921814","0.5506843328475952","0.139936089515686","-0.3687747418880462","0.9998501539230348","0.5843626856803894","0.2287405133247375","-0.0984468609094619","0.9999220371246338","0.3945308923721313","0.2236901819705963","-0.3846246898174286","0.9997299313545228","0.7453679442405701","0.2101761847734451","-0.1299201399087906","0.9982073307037354","0.2330181002616882","0.2259349673986435","-0.4934384524822235","0.9974514842033386","0.880662739276886","0.1866649389266967","-0.3175824284553528","0.9982656836509703","0.0872806906700134","0.2258019894361496","-0.6104231476783752","0.9935179948806764","0.9260013103485109","0.1845899373292923","-0.3594644367694855","0.9915587902069092","0.042522519826889","0.2319337278604507","-0.6484004855155945","0.9808351397514344","0.9315510988235474","0.1830891370773315","-0.4188039004802704","0.993419110774994","0.0386329889297485","0.229127362370491","-0.7056737542152405","0.9833149909973145","0.9132083654403688","0.1862267851829528","-0.360500156879425","0.9946013689041138","0.0539673864841461","0.2314735651016235","-0.6445416808128357","0.9815623760223388","0.530154287815094","0.5520786643028259","0.0741784423589706","0.999391794204712","0.4128713011741638","0.545776903629303","-0.0740342363715171","0.9989116191864014","0.7296867370605469","0.6361497044563293","-0.2211247980594635","0.9955552220344543","0.274076372385025","0.7096225023269653","-0.214394986629486","0.9984487295150756","0.7186381220817566","0.8917981386184692","-0.0671057924628257","0.9940832257270812","0.1339212954044342","0.8885400891304016","-0.0469351895153522","0.9979925155639648","0.6946985721588135","0.92396080493927","-0.0631705224514007","0.985062837600708","0.116102285683155","0.9163200855255128","-0.0439642779529094","0.9575524926185608","0.8057140707969666","0.9491563439369202","-0.2457752078771591","0.9917429089546204","0.1274155974388122","0.9650217294692992","-0.2678671479225158","0.991835355758667"
"c","0.607940137386322","0.1305927336215973","-0.2536557912826538","0.9999940395355223","0.5987512469291687","0.1073506474494934","-0.209884762763977","0.9999881982803344","0.5976725816726685","0.1069627478718757","-0.2099987715482711","0.9999887943267822","0.5963586568832397","0.1065150797367096","-0.210118755698204","0.9999864101409912","0.5927411317825317","0.107342354953289","-0.2670109868049621","0.999990463256836","0.5878254175186157","0.1069532930850982","-0.2671345174312591","0.9999902248382568","0.5817170739173889","0.1064428985118866","-0.267002135515213","0.9999842643737792","0.5668841600418091","0.1137690544128418","-0.0153602957725524","0.9999854564666748","0.5475767850875854","0.1136145889759063","-0.281362384557724","0.9999901056289672","0.6004366874694824","0.151305466890335","-0.1844330430030822","0.9999569654464722","0.5931971669197083","0.1513490378856659","-0.2613325715065002","0.9999736547470092","0.6355693936347961","0.2384549081325531","0.0627824515104293","0.9999284744262696","0.435327410697937","0.2336276322603225","-0.3083897233009338","0.999885320663452","0.7841008901596069","0.2219181954860687","0.0591775737702846","0.9934836030006408","0.2607474029064178","0.247340440750122","-0.40121790766716","0.9972124695777892","0.9075196981430054","0.1974513232707977","-0.1414825916290283","0.9946426153182985","0.0942053496837616","0.2411516159772873","-0.5197493433952332","0.9918347597122192","0.9529694318771362","0.1943378001451492","-0.1773373335599899","0.9811745882034302","0.0488882064819335","0.2316563576459884","-0.5608707666397095","0.9785274863243104","0.9548733830451964","0.1886258721351623","-0.2467754632234573","0.984053373336792","0.0446857511997222","0.2294049113988876","-0.618389368057251","0.9818344712257384","0.9410006999969482","0.1918714195489883","-0.1866595149040222","0.9869153499603271","0.0615434348583221","0.2364699244499206","-0.5531639456748962","0.9807135462760924","0.5958957076072693","0.5962658524513245","0.1289141476154327","0.9989687204360962","0.4840828478336334","0.5984925627708435","-0.1288118809461593","0.9982700347900392","0.8289280533790588","0.6191775798797607","-0.0376464836299419","0.995740294456482","0.2973856031894684","0.7455324530601501","-0.2307468056678772","0.9993807077407836","0.8412129878997803","0.8898316621780396","0.0203562751412391","0.9962443113327026","0.097647339105606","0.8894296884536743","-0.2349569350481033","0.9993125200271606","0.8219339847564697","0.9320890307426452","0.015247356146574","0.9918726086616516","0.0615320205688476","0.9205116629600524","-0.2450189739465713","0.9848278760910034","0.9412267208099364","0.933344304561615","-0.1243858635425567","0.9949191212654114","0.1122939214110374","0.9436331391334534","-0.4420280158519745","0.9967093467712402"
"c","0.4194311499595642","0.102899432182312","-0.3351945281028747","0.999882698059082","0.4414340853691101","0.0845566391944885","-0.3327899277210235","0.9996306896209716","0.4469915628433227","0.0857985615730285","-0.3328021168708801","0.9997406601905824","0.4531404674053192","0.0871441960334777","-0.3329137861728668","0.9996145963668824","0.4353149533271789","0.0811343193054199","-0.2930227220058441","0.999661922454834","0.4361771941184997","0.0801436826586723","-0.2931412756443023","0.9997571110725404","0.4372885227203369","0.0791530013084411","-0.2932350039482116","0.9996095299720764","0.485167920589447","0.1085118055343627","-0.3064276278018951","0.9996738433837892","0.4638866782188415","0.1007947325706482","-0.115349993109703","0.9996504783630372","0.4297938048839569","0.1297895312309265","-0.3293657600879669","0.999173939228058","0.4210429787635803","0.1269053220748901","-0.2735979855060577","0.9986718893051147","0.582404375076294","0.2463995367288589","-0.2953709363937378","0.9989680051803588","0.3807619214057922","0.2245198786258697","-0.0724336057901382","0.9991900324821472","0.7685394883155823","0.2554524838924408","-0.3831516206264496","0.9972342848777772","0.2225174009799957","0.2191953659057617","-0.0587547793984413","0.9704502820968628","0.9189056158065796","0.2668698728084564","-0.5659857392311096","0.9773553609848022","0.0613404512405395","0.1982246339321136","-0.2498657554388046","0.9461541175842284","0.951758861541748","0.2717423737049103","-0.621904730796814","0.94009268283844","0.0101404786109924","0.1834050416946411","-0.2957386672496795","0.8617635369300842","0.9607987403869628","0.2686448097229004","-0.6836590766906738","0.9502022862434388","0.0153662264347076","0.1763546019792556","-0.3595546782016754","0.8830682635307312","0.9458269476890564","0.2704300582408905","-0.6097301244735718","0.958081841468811","0.0294600129127502","0.1873144507408142","-0.2962822020053863","0.918601095676422","0.5745636224746704","0.5774914622306824","-0.1065568476915359","0.9943846464157104","0.4533940553665161","0.5692384243011475","0.1065405830740928","0.9985693693161012","0.7491158843040466","0.7528080940246582","-0.1565460711717605","0.9979684948921204","0.2200035750865936","0.6190512180328369","-0.1776328682899475","0.9975027441978456","0.9149655103683472","0.9171687364578248","0.0971643477678299","0.996139109134674","0.229402482509613","0.89811110496521","0.020451333373785","0.992975115776062","0.9239002466201782","0.9385362267494202","0.1115698292851448","0.9439963102340698","0.2542967200279236","0.941394031047821","0.0287546254694461","0.9860584139823914","0.9468939304351808","0.9719039797782898","-0.1472457200288772","0.9894179701805116","0.1169380545616149","0.954630970954895","-0.1410488784313202","0.9869049191474916"
"c","0.5217227935791016","0.0970094203948974","-0.3718219995498657","0.9997604489326476","0.5123857259750366","0.0755215287208557","-0.3186165690422058","0.999160885810852","0.51303631067276","0.0753446817398071","-0.3187197744846344","0.9992867112159728","0.5135853886604309","0.0753333568572998","-0.3188509345054626","0.9990910291671752","0.5038487911224365","0.0775746703147888","-0.3559474945068359","0.9992623925209044","0.4988315403461456","0.079328179359436","-0.356084257364273","0.9992188215255736","0.492345929145813","0.0814558863639831","-0.3561199605464935","0.9986860156059264","0.4959496855735779","0.0916778445243835","-0.099255084991455","0.99899560213089","0.4638247787952423","0.0988537073135376","-0.2729917764663696","0.99853253364563","0.5225113034248352","0.1238376498222351","-0.29664146900177","0.9979829788208008","0.5106726884841919","0.1298979520797729","-0.346803218126297","0.9973101615905762","0.565224826335907","0.2233191728591919","-0.047903049737215","0.9996160268783568","0.3805955946445465","0.2406423091888427","-0.2487785071134567","0.9984245300292968","0.7184317708015442","0.20161172747612","-0.0720493197441101","0.9961344003677368","0.2232284396886825","0.2715069353580475","-0.3274961709976196","0.9897459745407104","0.850624144077301","0.1773334145545959","-0.2562354505062103","0.9966476559638976","0.0755729079246521","0.3040515780448913","-0.4464811086654663","0.9734540581703186","0.8930159211158752","0.172060877084732","-0.2949636578559875","0.985403299331665","0.0353011488914489","0.3100391030311584","-0.4789346754550934","0.926511287689209","0.8969190120697021","0.1674218773841858","-0.3507396876811981","0.9887877106666564","0.0317350924015045","0.3072966337203979","-0.5405502319335938","0.9337948560714722","0.8821626901626587","0.1737497150897979","-0.2950944900512695","0.9902267456054688","0.04317107796669","0.3084680736064911","-0.4824106097221374","0.9295480847358704","0.4899996519088745","0.5994850993156433","0.0468586049973964","0.9996482133865356","0.3759116530418396","0.5968440771102905","-0.0468432158231735","0.9992303848266602","0.6794378757476807","0.6431897282600403","-0.3746750354766845","0.9967517852783204","0.2232572734355926","0.767971396446228","-0.0696105733513832","0.9982511401176452","0.7003517150878906","0.9241092205047609","-0.1884698718786239","0.9945778846740724","0.1013593077659607","0.9260549545288086","0.2524794638156891","0.9973044395446776","0.6755819916725159","0.9666264057159424","-0.1817127168178558","0.9817869067192078","0.0885748863220214","0.9479278922080994","0.2704175412654876","0.948228657245636","0.8062243461608887","0.9740611910820008","-0.4042715430259704","0.990250825881958","0.0605495274066925","0.9863184690475464","0.0447300970554351","0.990924596786499"
"c","0.573130190372467","0.1388538181781768","-0.2954195737838745","0.9998680353164672","0.5668453574180603","0.1138950586318969","-0.255182683467865","0.999727189540863","0.5675050616264343","0.1142598390579223","-0.2552667260169983","0.9997488856315612","0.5679189562797546","0.1147339940071106","-0.2554829120635986","0.999704658985138","0.5570068955421448","0.1132292747497558","-0.283238023519516","0.99971204996109","0.5502200126647949","0.1130443215370178","-0.2833769619464874","0.9996509552001952","0.542714536190033","0.1125851869583129","-0.2833504378795624","0.9994756579399108","0.5448564291000366","0.1279561519622802","-0.0767423436045646","0.9996395111083984","0.5098394155502319","0.1221493482589721","-0.2072063088417053","0.999466836452484","0.570704460144043","0.165427953004837","-0.2324132025241851","0.9990409016609192","0.559457540512085","0.1638822555541992","-0.2699974179267883","0.9989688396453856","0.6018988490104675","0.2496508955955505","-0.0467188954353332","0.999626874923706","0.3991896510124206","0.2682717740535736","-0.1586921662092209","0.9990886449813844","0.7469202280044556","0.2187604010105133","-0.0858549699187278","0.9930103421211244","0.2463639378547668","0.2458564937114715","-0.1366721242666244","0.9948623776435852","0.8682669997215271","0.1996174454689026","-0.2552997171878814","0.993640124797821","0.1054368615150451","0.2500579953193664","-0.1347467452287674","0.9847444891929626","0.9188299775123596","0.2022183835506439","-0.2915294766426086","0.9764238595962524","0.0641496181488037","0.2584816813468933","-0.1397152841091156","0.95252788066864","0.9187047481536864","0.1958830952644348","-0.3369767963886261","0.979874551296234","0.0637939274311065","0.2549417614936828","-0.1919321864843368","0.9582210183143616","0.8988619446754456","0.1960817873477935","-0.2874420881271362","0.9821919798851012","0.0787403881549835","0.2543030083179474","-0.1636045575141906","0.9609728455543518","0.5823864340782166","0.6288180351257324","0.0274205300956964","0.9979378581047058","0.4518541097640991","0.6498350501060486","-0.0269999299198389","0.997313678264618","0.7908515930175781","0.6505428552627563","-0.2643084228038788","0.9953534603118896","0.3009649217128753","0.8055249452590942","-0.0719184949994087","0.9954096674919128","0.8335760831832886","0.9183663725852966","-0.0783485546708107","0.9811402559280396","0.1444807648658752","0.9314289093017578","0.1642438024282455","0.98809552192688","0.8134639859199524","0.9623705744743348","-0.0685996860265731","0.9453301429748536","0.1254781484603881","0.9527087211608888","0.1774844527244568","0.8863683938980103","0.9566262364387512","0.953619122505188","-0.2051947265863418","0.9583284258842468","0.0678791999816894","0.9871628880500792","0.025504931807518","0.9564580917358398"
