source_id,label,original_label,frame_number,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,stance_width_normalized,wrist_span_normalized,torso_incline_angle,leg_incline_angle,left_arm_elevation,right_arm_elevation,left_hip_line_deviation,right_hip_line_deviation
arms_not_dropped_1.mp4,mountain,arms_not_dropped,8,161.12411105309658,175.22623269873608,179.14894056395715,179.36864171141445,174.21898787120406,175.1636673562663,0.45267722862435467,2.938331481497067,1.2040631154229366,0.45449014281966565,1.1749138677780666,1.285440195054901,0.11284259443737527,0.08434897894916393
arms_not_dropped_1.mp4,mountain,arms_not_dropped,16,163.1147702323653,172.80269679876045,179.10368923513425,179.07627069928307,173.60821439032964,175.34062928667237,0.44574414967810855,2.9949124090474055,1.2393196821881962,0.31690712489639944,1.2082975180486502,1.2844940761309906,0.1170199630513194,0.08050195222376548
arms_not_dropped_1.mp4,mountain,arms_not_dropped,24,163.00429145379414,174.04636196331222,178.43823380262026,179.3807344872859,173.0291249820148,175.28921051465406,0.4979129549071343,3.0087353058445774,1.2692061437108533,0.37364722155575236,1.1972536881453013,1.2860333468134117,0.12364428798546989,0.08589140399658893
arms_not_dropped_1.mp4,mountain,arms_not_dropped,32,161.7411181625828,174.6120818426053,178.03131626596195,179.22191299556386,172.62397413249735,175.3799623029833,0.4877153391608624,3.0174353816626454,1.3942622723097526,0.2825530472792982,1.1990849530557748,1.2816896057114515,0.12713797032891017,0.0813403194351982
arms_not_dropped_1.mp4,mountain,arms_not_dropped,40,162.50659796294167,174.66155735438232,176.36710858267293,179.37528449330514,172.48209264222257,175.27115479008904,0.48178030814014,3.023162418771348,1.3564598833739547,0.7047998081063497,1.210721387500718,1.2783096408705077,0.1148491191348302,0.085791863941473
arms_not_dropped_1.mp4,mountain,arms_not_dropped,48,161.72829625062107,175.28503805056621,178.27682759352848,178.70088215854125,172.66928643825747,175.2361705196112,0.5283126779907585,3.032667855902939,1.3026761458697869,0.5823315982239604,1.190532392808451,1.276708401155509,0.12828287240371397,0.09756735462228505
arms_not_dropped_1.mp4,mountain,arms_not_dropped,56,161.43786720043275,175.32744769396373,178.49876241700986,179.34444315563445,172.34796340191,175.15208284371877,0.5079872600109561,3.0285736518074,1.2515331906973128,0.15889280360421804,1.1894117797830503,1.2725624783241585,0.1360886616012554,0.0923619269559619
arms_not_dropped_1.mp4,mountain,arms_not_dropped,64,161.5742086002199,175.60226551240757,177.70553827165367,179.39204076067298,172.26946572719925,175.2187392251431,0.4953909916041626,3.0664130936265024,1.2825100248869143,0.28688302736589233,1.1886900588556875,1.2719372077628366,0.13040514894617228,0.09013857402073175
arms_not_dropped_1.mp4,mountain,arms_not_dropped,72,162.3088135864295,175.5178350915819,178.34105669445182,179.41231162771186,172.552983890669,175.16222060699647,0.5117208649221634,3.0973289147920413,1.154336001253753,0.14206904353609104,1.1974593623257557,1.2964241360320534,0.1322948084400679,0.0904734212541743
arms_not_dropped_1.mp4,mountain,arms_not_dropped,80,163.2351327849518,175.59082794768952,178.14014974589634,179.44353129516261,172.29798253001061,175.20378253694744,0.488631743082383,3.0851086377003374,1.1969488183164485,0.06691367758169943,1.2084880267213192,1.285587651465518,0.13614513203240555,0.09146557930780978
arms_not_dropped_1.mp4,mountain,arms_not_dropped,88,161.76419999941382,175.73934444275486,176.96661833162287,179.41581069512324,172.28465838264088,175.33730750284434,0.47644060731768817,3.079259586899369,1.2643718373546573,0.3899385527432169,1.1995761718825622,1.2837590896999256,0.1249533200400343,0.08962886242463597
arms_not_dropped_1.mp4,mountain,arms_not_dropped,96,166.6357598524179,174.46526828098135,177.00665254493364,178.69369311064202,172.33929260346218,175.10163727355314,0.47686882080513454,3.0634087085970325,1.189778893871983,0.20335655952881604,1.3420429606130853,1.1548229389612796,0.12377005924173698,0.08212119847528333
arms_not_dropped_1.mp4,mountain,arms_not_dropped,104,164.01678989240577,175.27051064273843,176.63786217849105,178.57523972856595,172.08025976415564,175.2298214108642,0.44413915621793676,3.1033178713618055,1.1754504785579076,0.05932407250864821,1.4225857171889456,1.052614815771193,0.12581197328521737,0.08002413061949766
arms_not_dropped_1.mp4,mountain,arms_not_dropped,112,164.66137828030045,176.15256737396254,177.66556147574192,178.73002895527097,172.49744204299753,175.15560147978272,0.4528603911814021,3.1129758673509698,1.0422176850998117,0.03599137511868526,1.355459582170152,1.0504000750452105,0.12698204256603246,0.08285840438956894
arms_not_dropped_1.mp4,mountain,arms_not_dropped,120,157.23330110070802,176.21234845626282,177.5770151141765,178.78254919183067,172.57524604309165,175.05367411330036,0.4472447152127453,3.1909986350041937,0.9798350583213792,0.011240911316468403,0.9797138352966129,1.1302260721215989,0.1246489295211244,0.08522119477316457
arms_not_dropped_1.mp4,mountain,arms_not_dropped,128,158.4104597903216,176.37648675615281,177.91958931434965,179.41310029659195,172.5435126376263,175.2737481966477,0.4934403637533936,3.326673982696683,1.0056337810891893,0.04294385315770212,0.7124920620112529,1.12951421440842,0.1282496821621695,0.0882341605712687
arms_not_dropped_1.mp4,mountain,arms_not_dropped,136,159.98691851161604,178.21384478544624,177.86036388457418,178.91542117046686,172.39165065226305,175.46094967069982,0.4965010131283644,3.1968183076498033,1.0502457590604766,0.13705905563964133,0.9949607988858415,1.29589917124632,0.13070239358801244,0.09368157346467207
arms_not_dropped_1.mp4,mountain,arms_not_dropped,144,162.96951436148748,174.97495803859428,177.6857471477299,178.3264619161004,173.14959659871747,174.59600773728278,0.47335983075890553,2.7671166130071034,0.5909208969735928,0.04284416578543055,1.4695560001057866,1.558020285531977,0.11583520274233101,0.09056048053171475
arms_not_dropped_1.mp4,mountain,arms_not_dropped,152,161.44280317284716,170.9640786071861,177.94824198358282,178.59921793820288,173.82157254910248,174.20006023646377,0.4948672970922001,2.4516477395609053,0.21144545615190982,0.20464774037666858,1.7247762667857915,1.6677227717840033,0.10663596289618466,0.10208804323100332
arms_not_dropped_1.mp4,mountain,arms_not_dropped,160,162.41005428371008,170.67340585834177,177.6232499856447,179.0588628931665,174.05955704904937,174.20985300121913,0.508776932886028,2.4555471462410132,0.13094205527931332,0.4522160027441098,1.7265999428738912,1.7002087743408842,0.09903870500551604,0.10675708995008681
arms_not_dropped_1.mp4,mountain,arms_not_dropped,168,162.9643887716422,169.1613679795161,177.87446638839782,179.4192425588668,174.314875337249,174.1300146919609,0.5100335570293266,2.776280605002425,0.09085625748241902,0.6534760567755367,1.5363042425149287,1.6058026773908907,0.09628380175736335,0.11435667108436606
arms_not_dropped_1.mp4,mountain,arms_not_dropped,176,165.71162686040833,172.27768008934981,177.1145041172496,179.089317911334,173.51533391446637,174.5595154229715,0.444959334859246,2.9598290625158006,0.5699182527123301,0.5369726282952372,1.321717429990952,1.4372628847445774,0.10285712047016257,0.09903195748815867
arms_not_dropped_1.mp4,mountain,arms_not_dropped,184,164.03320159158034,174.84403462018565,177.35999869282443,179.3639544307061,173.35697028387605,174.66084873257046,0.475058230741744,3.0932505360751525,0.5721377378753556,0.4402711627515751,1.2066313957754053,1.3130868649799918,0.10863528425621916,0.10035097041214816
