label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
d,0.6217249631881714,0.4935624301433563,-0.2885265946388244,0.9999982118606568,0.5842730402946472,0.5749865770339966,-0.0986609011888504,0.9999790191650392,0.5876463651657104,0.4137172996997833,-0.1146680638194084,0.9999984502792358,0.526423454284668,0.5928804874420166,-0.0601750425994396,0.984742283821106,0.5295912623405457,0.3898936212062835,-0.0739262551069259,0.9965433478355408,0.4736295938491821,0.5984983444213867,-0.102060817182064,0.6988121271133423,0.4771287739276886,0.3941823840141296,-0.1210669949650764,0.932162344455719,0.4911522269248962,0.5393223166465759,0.0048812767490744,0.9991389513015748,0.4925391376018524,0.4529489576816559,-0.0048137330450117,0.9993202686309814,0.450477659702301,0.5242725014686584,-0.2675878703594208,0.8619950413703918,0.4540108442306518,0.4590284526348114,-0.2940681874752044,0.8654099106788635,0.3869733810424804,0.5165623426437378,-0.5002973079681396,0.3614855408668518,0.3871154487133026,0.4500113725662231,-0.5517770648002625,0.5109895467758179,0.3630780577659607,0.5008977055549622,-0.5306488871574402,0.7504295706748962,0.3620675206184387,0.4550143182277679,-0.5838963389396667,0.933032751083374,0.4037062227725982,0.5329201817512512,-0.6002959609031677,0.8547313809394836,0.4101038575172424,0.4496643543243408,-0.6497610807418823,0.9651741981506348
d,0.623199999332428,0.4957541823387146,-0.2880223393440246,0.9999983906745912,0.5844934582710266,0.5758410692214966,-0.0967095047235488,0.9999802112579346,0.5874243974685669,0.4153371751308441,-0.1061159670352935,0.9999985098838806,0.52482008934021,0.5940518975257874,-0.0596031956374645,0.9849596619606018,0.527763843536377,0.3924423158168793,-0.0722873285412788,0.9966013431549072,0.4721533358097076,0.5998697876930237,-0.1020097881555557,0.7029615044593811,0.4756589531898498,0.395999014377594,-0.1193621307611465,0.9313623905181884,0.4935938417911529,0.5405056476593018,0.0042696320451796,0.9992141723632812,0.4929774105548858,0.4529992043972015,-0.0042084343731403,0.9993726015090942,0.4561855494976043,0.5267912149429321,-0.3575826287269592,0.8715637922286987,0.4599813818931579,0.4590881764888763,-0.2936244010925293,0.8760296702384949,0.3915938138961792,0.5208090543746948,-0.6456137895584106,0.4075652658939361,0.3903192281723022,0.4499968886375427,-0.6111931800842285,0.5405749082565308,0.3645991086959839,0.504578173160553,-0.682007908821106,0.771817684173584,0.3642350733280182,0.4558558464050293,-0.6510031223297119,0.9379551410675048,0.4088109731674194,0.5365523099899292,-0.7673448920249939,0.8678616285324097,0.4117170572280884,0.4474184513092041,-0.7151226997375488,0.9677682518959044
d,0.6242542266845703,0.4946835041046142,-0.2954416573047638,0.9999985098838806,0.5845140814781189,0.575760006904602,-0.1049410328269004,0.9999799132347108,0.5872517228126526,0.414135068655014,-0.1114382073283195,0.9999984502792358,0.5247688293457031,0.5936092138290405,-0.0697667375206947,0.985115110874176,0.52717125415802,0.3923942744731903,-0.0781747549772262,0.9966266751289368,0.472342848777771,0.5991482138633728,-0.1097291409969329,0.7005212903022766,0.4756928086280823,0.3948014378547668,-0.123230904340744,0.9286251664161682,0.4942477941513061,0.5404375195503235,0.003767097601667,0.9992631077766418,0.4935062825679779,0.4523590803146362,-0.0037041744217276,0.9994017481803894,0.4558168947696686,0.5252939462661743,-0.3368940651416778,0.8787227272987366,0.4594614803791046,0.4573989808559418,-0.2934564352035522,0.8841062188148499,0.3929636478424072,0.5211284756660461,-0.6124077439308167,0.4447046816349029,0.3917524814605713,0.4492896795272827,-0.5979292392730713,0.5620238184928894,0.3675374090671539,0.5054921507835388,-0.6477081775665283,0.7900781631469727,0.3653915524482727,0.4554319977760315,-0.6359521746635437,0.94205904006958,0.4122933149337768,0.536258339881897,-0.7273674607276917,0.8789770603179932,0.4138721227645874,0.4453121125698089,-0.6989474892616272,0.9697697162628174
d,0.6247287392616272,0.4893624186515808,-0.2990267276763916,0.9999985694885254,0.5845665335655212,0.5718269944190979,-0.1074579134583473,0.9999797940254213,0.5872310400009155,0.4079521000385284,-0.1165393441915512,0.9999984502792358,0.5244925022125244,0.5876997709274292,-0.0795172080397605,0.984965443611145,0.5272493958473206,0.3882603943347931,-0.088822990655899,0.9966041445732116,0.4727515578269958,0.5927977561950684,-0.1327319890260696,0.7011023163795471,0.475974440574646,0.3899090588092804,-0.147067442536354,0.9279043078422546,0.4943426847457886,0.5361080765724182,0.0037583149969577,0.9992941617965698,0.4945555925369262,0.4467081725597381,-0.0036868469323962,0.9994215965270996,0.4558190107345581,0.5172229409217834,-0.3229421079158783,0.8813472390174866,0.4608594179153442,0.4534114897251129,-0.2957855761051178,0.8881134390830994,0.3930848836898803,0.5196956396102905,-0.5864917635917664,0.4670079052448272,0.3925226330757141,0.4450329542160034,-0.585181713104248,0.5712433457374573,0.36732017993927,0.5040737986564636,-0.6212016344070435,0.8033275008201599,0.3664985001087188,0.4522639214992523,-0.62148517370224,0.9443800449371338,0.4120001792907715,0.5354282855987549,-0.7031368613243103,0.8872661590576172,0.4138274490833282,0.4405903220176697,-0.688693642616272,0.9706310629844666
d,0.6248667240142822,0.486336886882782,-0.2836752533912658,0.9999986886978148,0.5845558643341064,0.5682505965232849,-0.0976278111338615,0.9999807476997375,0.5865416526794434,0.4032918214797973,-0.1058933958411216,0.9999985098838806,0.5244330763816833,0.5843265652656555,-0.0724425315856933,0.9851711392402648,0.5272929668426514,0.3839739859104156,-0.0744852125644683,0.9965840578079224,0.4732883274555206,0.5889884829521179,-0.1226540431380271,0.7087596654891968,0.476582407951355,0.3858671486377716,-0.1313250064849853,0.9272366166114808,0.4947918653488159,0.5323479175567627,0.0034236991778016,0.9993298649787904,0.4947009682655334,0.4428692162036896,-0.0033309359569102,0.9994473457336426,0.4581749141216278,0.5146900415420532,-0.3163153827190399,0.8838285803794861,0.4609595537185669,0.4486803114414215,-0.2905216217041015,0.8912973403930664,0.3935688138008117,0.5170003771781921,-0.5672871470451355,0.4839731156826019,0.392177939414978,0.4421345293521881,-0.5637444257736206,0.578984797000885,0.3692671358585357,0.5011928081512451,-0.6003987789154053,0.8131094574928284,0.3669326603412628,0.4491353034973144,-0.5989601612091064,0.9449570775032043,0.4112595915794372,0.529491126537323,-0.6835790276527405,0.893410861492157,0.4136427938938141,0.4368909299373626,-0.6782770752906799,0.9706920981407166
d,0.6248155832290649,0.4855439960956573,-0.3010057210922241,0.9999987483024596,0.584554135799408,0.56791090965271,-0.1110736802220344,0.9999805688858032,0.5864138603210449,0.4044023752212524,-0.1160556226968765,0.9999984502792358,0.5244570374488831,0.5849696397781372,-0.0810738950967788,0.9855711460113524,0.5272523164749146,0.3840953409671783,-0.0836201012134552,0.996623694896698,0.473327100276947,0.5898832082748413,-0.1262404322624206,0.7129753828048706,0.4762266874313354,0.3866001069545746,-0.1346633583307266,0.9261921048164368,0.4947528839111328,0.5328361392021179,0.0034023320768028,0.9993650913238524,0.4945379495620727,0.4437833130359649,-0.0033099679276347,0.9994675517082214,0.4581236839294433,0.5155404806137085,-0.3171998560428619,0.8895081281661987,0.459621787071228,0.4493027627468109,-0.2872050702571869,0.8975645303726196,0.3936865031719208,0.516849160194397,-0.5815921425819397,0.5139009952545166,0.3921543657779693,0.4419106841087341,-0.5726948976516724,0.5974379181861877,0.3694429695606231,0.4994280636310577,-0.616222620010376,0.8271425366401672,0.3669603765010834,0.4490425288677215,-0.6098775267601013,0.9484395384788512,0.413331925868988,0.529721200466156,-0.6953689455986023,0.9018672704696656,0.4141143262386322,0.4351162016391754,-0.6778809428215027,0.9724217057228088
d,0.6253707408905029,0.4860493838787079,-0.2989760935306549,0.9999988675117492,0.5845558643341064,0.5683020949363708,-0.10897096991539,0.9999811053276062,0.5864541530609131,0.4044126272201538,-0.1160318478941917,0.9999984502792358,0.5249778628349304,0.58541339635849,-0.0778144374489784,0.985888123512268,0.5272170305252075,0.3842412531375885,-0.0829580649733543,0.9967212677001952,0.4742037951946258,0.5904669761657715,-0.1259977519512176,0.7150986194610596,0.4762398898601532,0.3869957327842712,-0.1337057054042816,0.9256707429885864,0.4959349036216736,0.5330999493598938,0.0033726412802934,0.999413788318634,0.4947766065597534,0.4443539381027221,-0.0032885333057492,0.9995012879371644,0.4584150314331054,0.5160483121871948,-0.352997750043869,0.8966847062110901,0.4594958126544952,0.4497852623462677,-0.2893229722976684,0.90497088432312,0.397610604763031,0.5221143364906311,-0.633830726146698,0.5474557876586914,0.3920779228210449,0.4419265985488891,-0.6037227511405945,0.6192811131477356,0.3691776394844055,0.4993340373039245,-0.6694839000701904,0.8414671421051025,0.3670660257339477,0.449304461479187,-0.6428566575050354,0.9520561099052428,0.4145694375038147,0.5341507196426392,-0.7524210214614868,0.9103992581367492,0.4156159460544586,0.4352975189685821,-0.704885721206665,0.9743221402168274
d,0.6283397078514099,0.4895766377449035,-0.2980297207832336,0.999998927116394,0.5855292677879333,0.5711893439292908,-0.1086312606930732,0.9999815821647644,0.5874055624008179,0.40957972407341,-0.1161424294114112,0.9999985098838806,0.5259175896644592,0.590778648853302,-0.0751599967479705,0.9858809113502502,0.5277649164199829,0.389259934425354,-0.0834426209330558,0.9968180656433104,0.4748339056968689,0.5945606231689453,-0.1225416809320449,0.7122130990028381,0.4763945937156677,0.3922781944274902,-0.1324662566184997,0.926599144935608,0.4987001419067383,0.5367568135261536,0.0032388693653047,0.9994603991508484,0.4973901510238647,0.4484768211841583,-0.0031738707330077,0.999537229537964,0.4592654407024383,0.5225054621696472,-0.3604679107666015,0.9022259712219238,0.4629165232181549,0.4535809755325317,-0.2906873226165771,0.9112334251403807,0.3971225023269653,0.5229968428611755,-0.6410302519798279,0.5722525119781494,0.392847329378128,0.4466198980808258,-0.6080265641212463,0.6353464722633362,0.371978223323822,0.5050527453422546,-0.6763275265693665,0.8527987599372864,0.368926078081131,0.4525023102760315,-0.6471101641654968,0.9547658562660216,0.4154904782772064,0.5352068543434143,-0.7595793008804321,0.9176703095436096,0.416508287191391,0.4360948204994201,-0.7095680832862854,0.975870966911316
d,0.6286518573760986,0.4897900223731994,-0.2972266376018524,0.9999989867210388,0.5855942964553833,0.5712110996246338,-0.1082677096128463,0.9999822974205016,0.5875365734100342,0.4098300337791443,-0.1143444776535034,0.9999985098838806,0.5258212685585022,0.5907670855522156,-0.0695810467004776,0.9858775734901428,0.5277717113494873,0.389851450920105,-0.0791316479444503,0.9968761801719666,0.4747832119464874,0.5948071479797363,-0.1074661314487457,0.7096301913261414,0.4766497015953064,0.3924531936645508,-0.1210175603628158,0.9256082773208618,0.4994798302650451,0.5368062257766724,0.0030860200058668,0.9995031356811525,0.4983289539813995,0.448488175868988,-0.0030249548144638,0.9995665550231934,0.4619869589805603,0.5232032537460327,-0.3646385371685028,0.9075294137001038,0.4624457359313965,0.4536093175411224,-0.2908033728599548,0.9171422719955444,0.3976033627986908,0.5226702094078064,-0.6590756177902222,0.5992504358291626,0.3936493694782257,0.4466257989406585,-0.6217200756072998,0.6508967876434326,0.3727938532829284,0.505098819732666,-0.6961560845375061,0.8644492626190186,0.3691597282886505,0.4525558948516845,-0.662666916847229,0.9576382637023926,0.4164714217185974,0.5356625914573669,-0.7784650921821594,0.9246390461921692,0.4168069958686828,0.4365514516830444,-0.7233750224113464,0.9773487448692322
d,0.6276615858078003,0.4889272451400757,-0.3047451078891754,0.9999990463256836,0.5851178765296936,0.5695110559463501,-0.1135870888829231,0.9999820590019226,0.5874916911125183,0.4095146358013153,-0.1240709200501442,0.9999984502792358,0.5254777669906616,0.5885041952133179,-0.0829361453652381,0.986145794391632,0.5280014276504517,0.3872561156749725,-0.0953116342425346,0.9968729615211488,0.4743651151657104,0.5918883681297302,-0.1309966742992401,0.7153758406639099,0.4773658215999603,0.389729380607605,-0.1490067839622497,0.9253564476966858,0.4991248846054077,0.5339260101318359,0.0034386545885354,0.9995263814926147,0.498011440038681,0.4454599916934967,-0.003357792738825,0.9995813965797424,0.4614998400211334,0.5199189186096191,-0.3351219892501831,0.9103359580039978,0.462376594543457,0.4514812529087066,-0.2876642346382141,0.9206815958023072,0.39723601937294,0.5215138792991638,-0.607664942741394,0.6169241070747375,0.3936460614204407,0.4440345168113708,-0.5887622833251953,0.6624032258987427,0.3722254633903503,0.5023648738861084,-0.644069254398346,0.8730631470680237,0.368952214717865,0.4520269334316253,-0.627097487449646,0.959626078605652,0.4156461358070373,0.535620391368866,-0.726949155330658,0.9298439621925354,0.4165701866149902,0.4334914684295654,-0.6942502856254578,0.9783107042312622
